Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
0.72,00:00:00,121,578.12
0.72,00:00:00,,242.19
0.72,00:00:00,,246.09
1.69,00:00:01,122,226.56
1.69,00:00:01,,230.47
1.69,00:00:01,,449.22
1.69,00:00:01,,242.19
3.64,00:00:03,122,464.84
3.64,00:00:03,123,308.59
3.64,00:00:03,,363.28
3.64,00:00:03,,285.16
3.64,00:00:03,,269.53
3.64,00:00:03,,292.97
5.68,00:00:05,123,808.59
8.67,00:00:08,124,480.47
8.67,00:00:08,124,315.43
8.67,00:00:08,,292.97
8.67,00:00:08,,507.81
8.67,00:00:08,,535.16
12.62,00:00:12,124,230.47
12.62,00:00:12,124,511.72
12.62,00:00:12,123,257.81
12.62,00:00:12,123,632.81
12.62,00:00:12,120,285.16
12.62,00:00:12,120,296.88
12.62,00:00:12,,406.25
12.62,00:00:12,,554.69
12.62,00:00:12,,320.31
12.62,00:00:12,,335.94
12.62,00:00:12,,402.34
12.62,00:00:12,,363.28
12.62,00:00:12,,367.19
12.62,00:00:12,,453.12
12.62,00:00:12,,492.19
13.53,00:00:13,121,488.28
16.52,00:00:16,122,988.28
16.52,00:00:16,122,355.47
16.52,00:00:16,,671.88
16.52,00:00:16,,253.91
16.52,00:00:16,,441.41
17.55,00:00:17,122,402.34
18.47,00:00:18,121,703.12
18.47,00:00:18,121,417.97
18.47,00:00:18,,355.47
18.47,00:00:18,,359.38
18.47,00:00:18,,445.31
19.51,00:00:19,119,562.50
19.51,00:00:19,,691.41
20.48,00:00:20,120,500.00
20.48,00:00:20,,289.06
26.41,00:00:26,120,765.62
26.41,00:00:26,120,300.78
26.41,00:00:26,,585.94
26.41,00:00:26,,484.38
27.44,00:00:27,121,897.46
27.44,00:00:27,,242.19
28.46,00:00:28,121,234.38
29.39,00:00:29,121,
31.34,00:00:31,121,1816.41
31.34,00:00:31,121,621.09
31.34,00:00:31,121,359.38
31.34,00:00:31,120,304.69
31.34,00:00:31,120,308.59
31.34,00:00:31,120,320.31
31.34,00:00:31,,527.34
31.34,00:00:31,,703.12
31.34,00:00:31,,558.59
31.34,00:00:31,,351.56
31.34,00:00:31,,593.75
31.34,00:00:31,,816.41
33.38,00:00:33,120,1945.31
33.38,00:00:33,120,332.03
34.3,00:00:34,120,355.47
34.3,00:00:34,,570.31
35.33,00:00:35,121,437.50
35.33,00:00:35,,792.97
37.38,00:00:37,121,308.59
37.38,00:00:37,,257.81
37.38,00:00:37,,253.91
39.32,00:00:39,120,472.66
39.32,00:00:39,121,253.91
39.32,00:00:39,,226.56
39.32,00:00:39,,1242.19
40.34,00:00:40,121,460.94
40.34,00:00:40,,367.19
45.2,00:00:45,121,238.28
45.2,00:00:45,122,843.75
45.2,00:00:45,122,315.43
45.2,00:00:45,123,277.34
45.2,00:00:45,123,585.94
45.2,00:00:45,123,578.12
45.2,00:00:45,,707.03
45.2,00:00:45,,437.50
45.2,00:00:45,,457.03
45.2,00:00:45,,582.03
45.2,00:00:45,,882.81
46.23,00:00:46,125,351.56
46.23,00:00:46,,707.03
50.24,00:00:50,126,375.00
50.24,00:00:50,127,375.00
50.24,00:00:50,128,269.53
50.24,00:00:50,128,390.62
50.24,00:00:50,,359.38
50.24,00:00:50,,425.78
50.24,00:00:50,,402.34
50.24,00:00:50,,234.38
50.24,00:00:50,,402.34
50.24,00:00:50,,777.34
51.14,00:00:51,128,355.47
51.14,00:00:51,,601.56
52.17,00:00:52,128,878.91
52.17,00:00:52,,367.19
54.16,00:00:54,128,566.41
55.19,00:00:55,129,769.53
55.19,00:00:55,,234.38
55.19,00:00:55,,445.31
