Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],HR[bpm],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH],RR[ms],Time
1,00:00:01,2.83,207.0,79,0.0,0.0,0.0,74.4,18.98,1001.5,26.39,36.31,723.96,2021-12-01 18:44:37
2,00:00:02,2.83,207.0,80,0.0,0.0,0.0,74.4,18.98,1001.5,26.39,36.31,718.75,2021-12-01 18:44:38
3,00:00:03,2.85,208.5,80,22.18,0.54,12.09,57.99,18.32,1001.5,26.4,36.35,730.47,2021-12-01 18:44:39
4,00:00:04,2.85,208.5,81,22.18,0.54,12.09,57.99,18.32,1001.5,26.4,36.35,752.93,2021-12-01 18:44:40
5,00:00:05,2.85,208.5,81,22.18,0.54,12.09,57.99,18.32,1001.5,26.4,36.35,757.81,2021-12-01 18:44:41
6,00:00:06,2.85,208.5,82,22.18,0.54,12.09,57.99,18.32,1001.5,26.4,36.35,732.42,2021-12-01 18:44:42
7,00:00:07,2.21,161.33,82,15.02,0.51,7.69,47.67,17.7,1001.6,26.4,36.42,714.84,2021-12-01 18:44:43
8,00:00:08,2.21,161.33,82,15.02,0.51,7.69,47.67,17.7,1001.6,26.4,36.42,687.5,2021-12-01 18:44:44
9,00:00:09,1.92,140.67,82,25.2,0.26,6.58,46.78,16.53,1001.6,26.39,36.48,687.5,2021-12-01 18:44:45
10,00:00:10,1.92,140.67,81,25.2,0.26,6.58,46.78,16.53,1001.6,26.39,36.48,665.62,2021-12-01 18:44:46
11,00:00:11,1.92,140.67,83,25.2,0.26,6.58,46.78,16.53,1001.6,26.39,36.48,773.44,2021-12-01 18:44:47
12,00:00:12,1.92,140.67,83,25.2,0.26,6.58,46.78,16.53,1001.6,26.39,36.48,773.44,2021-12-01 18:44:48
13,00:00:13,1.92,140.67,83,25.2,0.26,6.58,46.78,16.53,1001.6,26.39,36.48,775.39,2021-12-01 18:44:49
14,00:00:14,1.98,145.0,83,15.44,0.39,6.15,42.41,17.01,1001.5,26.4,36.58,777.34,2021-12-01 18:44:50
15,00:00:15,1.98,145.0,81,15.44,0.39,6.15,42.41,17.01,1001.5,26.4,36.58,792.97,2021-12-01 18:44:51
16,00:00:16,1.98,145.0,79,15.44,0.39,6.15,42.41,17.01,1001.5,26.4,36.58,785.16,2021-12-01 18:44:52
17,00:00:17,2.68,196.17,79,25.86,0.32,8.47,43.18,16.75,1001.6,26.4,36.62,785.16,2021-12-01 18:44:53
18,00:00:18,2.68,196.17,79,25.86,0.32,8.47,43.18,16.75,1001.6,26.4,36.62,785.16,2021-12-01 18:44:54
19,00:00:19,2.68,196.17,77,25.86,0.32,8.47,43.18,16.75,1001.6,26.4,36.62,784.18,2021-12-01 18:44:55
20,00:00:20,1.72,126.0,76,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,816.41,2021-12-01 18:44:56
21,00:00:21,1.72,126.0,76,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,816.41,2021-12-01 18:44:57
22,00:00:22,1.72,126.0,76,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,816.41,2021-12-01 18:44:58
23,00:00:23,1.72,126.0,76,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,818.68,2021-12-01 18:44:59
24,00:00:24,1.72,126.0,75,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,807.62,2021-12-01 18:45:00
25,00:00:25,1.72,126.0,75,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,789.06,2021-12-01 18:45:01
26,00:00:26,1.72,126.0,75,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,789.06,2021-12-01 18:45:02
27,00:00:27,1.72,126.0,75,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,798.18,2021-12-01 18:45:03
28,00:00:28,1.72,126.0,75,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,812.5,2021-12-01 18:45:04
29,00:00:29,1.72,126.0,75,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,804.69,2021-12-01 18:45:05
30,00:00:30,1.72,126.0,75,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,804.69,2021-12-01 18:45:06
31,00:00:31,1.72,126.0,75,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,800.78,2021-12-01 18:45:07
32,00:00:32,1.72,126.0,75,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,775.39,2021-12-01 18:45:08
33,00:00:33,1.72,126.0,75,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,757.81,2021-12-01 18:45:09
34,00:00:34,1.72,126.0,76,18.67,0.28,5.27,41.83,16.25,1001.6,26.4,36.67,734.38,2021-12-01 18:45:10
35,00:00:35,0.0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.81,2021-12-01 18:45:11
36,00:00:36,3.96,289.17,78,19.28,0.72,14.06,48.62,17.99,1001.4,26.38,36.93,767.58,2021-12-01 18:45:12
37,00:00:37,3.96,289.17,78,19.28,0.72,14.06,48.62,17.99,1001.4,26.38,36.93,828.12,2021-12-01 18:45:13
38,00:00:38,3.96,289.17,78,19.28,0.72,14.06,48.62,17.99,1001.4,26.38,36.93,828.12,2021-12-01 18:45:14
39,00:00:39,3.96,289.17,78,19.28,0.72,14.06,48.62,17.99,1001.4,26.38,36.93,787.11,2021-12-01 18:45:15
40,00:00:40,3.61,264.0,78,15.84,0.48,7.64,28.94,15.52,1001.6,26.37,36.94,784.67,2021-12-01 18:45:16
41,00:00:41,3.61,264.0,77,15.84,0.48,7.64,28.94,15.52,1001.6,26.37,36.94,769.53,2021-12-01 18:45:17
42,00:00:42,3.61,264.0,77,15.84,0.48,7.64,28.94,15.52,1001.6,26.37,36.94,750.0,2021-12-01 18:45:18
43,00:00:43,3.61,264.0,77,15.84,0.48,7.64,28.94,15.52,1001.6,26.37,36.94,750.0,2021-12-01 18:45:19
44,00:00:44,2.76,201.5,78,15.58,0.38,5.96,29.58,15.22,1001.5,26.36,36.95,759.11,2021-12-01 18:45:20
45,00:00:45,2.76,201.5,78,15.58,0.38,5.96,29.58,15.22,1001.5,26.36,36.95,773.44,2021-12-01 18:45:21
46,00:00:46,2.76,201.5,78,15.58,0.38,5.96,29.58,15.22,1001.5,26.36,36.95,773.44,2021-12-01 18:45:22
47,00:00:47,2.76,201.5,78,15.58,0.38,5.96,29.58,15.22,1001.5,26.36,36.95,767.58,2021-12-01 18:45:23
48,00:00:48,2.76,201.5,78,15.58,0.38,5.96,29.58,15.22,1001.5,26.36,36.95,746.09,2021-12-01 18:45:24
49,00:00:49,2.76,201.5,78,15.58,0.38,5.96,29.58,15.22,1001.5,26.36,36.95,746.09,2021-12-01 18:45:25
50,00:00:50,2.76,201.5,78,15.58,0.38,5.96,29.58,15.22,1001.5,26.36,36.95,746.09,2021-12-01 18:45:26
51,00:00:51,5.35,391.0,79,13.95,0.85,11.92,30.49,16.36,1001.6,26.36,36.95,710.94,2021-12-01 18:45:27
52,00:00:52,5.35,391.0,79,13.95,0.85,11.92,30.49,16.36,1001.6,26.36,36.95,681.64,2021-12-01 18:45:28
53,00:00:53,5.35,391.0,79,13.95,0.85,11.92,30.49,16.36,1001.6,26.36,36.95,679.69,2021-12-01 18:45:29
54,00:00:54,5.64,412.5,81,22.23,0.59,13.33,32.32,16.34,1001.5,26.36,36.94,665.04,2021-12-01 18:45:30
55,00:00:55,5.64,412.5,85,22.23,0.59,13.33,32.32,16.34,1001.5,26.36,36.94,769.53,2021-12-01 18:45:31
56,00:00:56,3.88,283.5,85,30.02,0.29,8.8,31.04,14.76,1001.5,26.36,36.93,796.88,2021-12-01 18:45:32
57,00:00:57,3.75,274.33,85,27.24,0.32,8.87,32.33,15.32,1001.5,26.35,36.91,796.88,2021-12-01 18:45:33
58,00:00:58,3.75,274.33,86,27.24,0.32,8.87,32.33,15.32,1001.5,26.35,36.91,801.51,2021-12-01 18:45:34
