Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],HR[bpm],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH],RR[ms],Time
109,00:01:49,3.04,205.17,79,25.86,0.42,10.97,53.47,17.84,986.9,24.51,31.0,740.23,2021-11-26 18:17:37
110,00:01:50,3.04,205.17,80,25.86,0.42,10.97,53.47,17.84,986.9,24.51,31.0,728.52,2021-11-26 18:17:38
111,00:01:51,3.25,219.17,80,28.32,0.44,12.56,57.31,18.09,986.8,24.5,30.99,717.77,2021-11-26 18:17:39
112,00:01:52,3.25,219.17,81,28.32,0.44,12.56,57.31,18.09,986.8,24.5,30.99,714.36,2021-11-26 18:17:40
113,00:01:53,3.32,223.83,81,27.21,0.47,13.03,58.21,18.2,986.8,24.51,30.98,761.72,2021-11-26 18:17:41
114,00:01:54,3.32,223.83,81,27.21,0.47,13.03,58.21,18.2,986.8,24.51,30.98,790.04,2021-11-26 18:17:42
115,00:01:55,3.32,223.83,82,27.21,0.47,13.03,58.21,18.2,986.8,24.51,30.98,754.88,2021-11-26 18:17:43
116,00:01:56,3.32,224.0,81,25.25,0.47,12.08,53.93,17.98,986.9,24.51,30.96,798.34,2021-11-26 18:17:44
117,00:01:57,3.32,224.0,80,25.25,0.47,12.08,53.93,17.98,986.9,24.51,30.96,791.02,2021-11-26 18:17:45
118,00:01:58,2.61,176.33,79,25.2,0.29,7.42,42.08,16.32,986.8,24.5,30.96,791.02,2021-11-26 18:17:46
119,00:01:59,2.61,176.33,77,25.2,0.29,7.42,42.08,16.32,986.8,24.5,30.96,769.04,2021-11-26 18:17:47
120,00:02:00,3.34,225.33,77,24.98,0.54,13.68,60.71,18.4,986.9,24.51,30.95,797.85,2021-11-26 18:17:48
121,00:02:01,3.34,225.33,77,24.98,0.54,13.68,60.71,18.4,986.9,24.51,30.95,791.02,2021-11-26 18:17:49
122,00:02:02,3.34,225.33,77,24.98,0.54,13.68,60.71,18.4,986.9,24.51,30.95,791.02,2021-11-26 18:17:50
123,00:02:03,3.68,248.5,76,25.57,0.5,12.81,51.55,17.88,986.8,24.51,30.94,791.02,2021-11-26 18:17:51
124,00:02:04,3.68,248.5,76,25.57,0.5,12.81,51.55,17.88,986.8,24.51,30.94,791.02,2021-11-26 18:17:52
125,00:02:05,3.28,221.5,76,23.58,0.52,12.32,55.62,18.14,986.8,24.51,30.94,812.5,2021-11-26 18:17:53
126,00:02:06,3.28,221.5,76,23.58,0.52,12.32,55.62,18.14,986.8,24.51,30.94,828.12,2021-11-26 18:17:54
127,00:02:07,3.28,221.5,75,23.58,0.52,12.32,55.62,18.14,986.8,24.51,30.94,805.66,2021-11-26 18:17:55
128,00:02:08,3.03,204.67,75,23.75,0.49,11.77,57.51,18.19,986.9,24.52,30.93,805.66,2021-11-26 18:17:56
129,00:02:09,3.03,204.67,75,23.75,0.49,11.77,57.51,18.19,986.9,24.52,30.93,747.07,2021-11-26 18:17:57
130,00:02:10,3.07,207.17,75,23.96,0.5,12.11,58.45,18.25,986.8,24.51,30.91,732.42,2021-11-26 18:17:58
131,00:02:11,3.07,207.17,75,23.96,0.5,12.11,58.45,18.25,986.8,24.51,30.91,659.18,2021-11-26 18:17:59
132,00:02:12,3.07,207.17,75,23.96,0.5,12.11,58.45,18.25,986.8,24.51,30.91,717.77,2021-11-26 18:18:00
133,00:02:13,2.79,188.17,76,21.59,0.5,10.82,57.5,18.2,986.9,24.51,30.9,761.72,2021-11-26 18:18:01
134,00:02:14,2.79,188.17,77,21.59,0.5,10.82,57.5,18.2,986.9,24.51,30.9,809.08,2021-11-26 18:18:02
135,00:02:15,2.79,188.17,77,21.59,0.5,10.82,57.5,18.2,986.9,24.51,30.9,864.26,2021-11-26 18:18:03
136,00:02:16,2.34,157.67,77,22.13,0.3,6.72,42.62,16.46,986.9,24.52,30.89,849.61,2021-11-26 18:18:04
137,00:02:17,3.08,208.0,76,27.66,0.48,13.42,64.52,18.47,986.9,24.52,30.87,688.48,2021-11-26 18:18:05
138,00:02:18,3.08,208.0,76,27.66,0.48,13.42,64.52,18.47,986.9,24.52,30.87,527.34,2021-11-26 18:18:06
139,00:02:19,3.08,208.0,75,27.66,0.48,13.42,64.52,18.47,986.9,24.52,30.87,918.95,2021-11-26 18:18:07
140,00:02:20,3.08,208.0,75,27.66,0.48,13.42,64.52,18.47,986.9,24.52,30.87,761.72,2021-11-26 18:18:08
141,00:02:21,2.91,196.5,76,23.38,0.43,10.12,51.5,17.74,986.8,24.52,30.87,776.37,2021-11-26 18:18:09
142,00:02:22,2.91,196.5,76,23.38,0.43,10.12,51.5,17.74,986.8,24.52,30.87,805.66,2021-11-26 18:18:10
143,00:02:23,3.06,206.67,77,28.05,0.33,9.4,45.48,16.94,986.9,24.52,30.87,797.85,2021-11-26 18:18:11
144,00:02:24,3.06,206.67,77,28.05,0.33,9.4,45.48,16.94,986.9,24.52,30.87,791.02,2021-11-26 18:18:12
145,00:02:25,2.7,182.17,77,23.5,0.4,9.6,52.7,17.75,986.9,24.51,30.87,791.02,2021-11-26 18:18:13
146,00:02:26,2.7,182.17,77,23.5,0.4,9.6,52.7,17.75,986.9,24.51,30.87,788.74,2021-11-26 18:18:14
147,00:02:27,2.7,182.17,77,23.5,0.4,9.6,52.7,17.75,986.9,24.51,30.87,769.53,2021-11-26 18:18:15
148,00:02:28,2.65,178.83,76,23.5,0.43,10.28,57.48,18.09,986.9,24.51,30.86,768.55,2021-11-26 18:18:16
149,00:02:29,2.65,178.83,76,23.5,0.43,10.28,57.48,18.09,986.9,24.51,30.86,754.88,2021-11-26 18:18:17
150,00:02:30,3.04,205.0,77,24.39,0.47,11.69,57.02,18.14,986.8,24.52,30.87,765.14,2021-11-26 18:18:18
151,00:02:31,3.04,205.0,77,24.39,0.47,11.69,57.02,18.14,986.8,24.52,30.87,820.31,2021-11-26 18:18:19
152,00:02:32,3.04,205.0,77,24.39,0.47,11.69,57.02,18.14,986.8,24.52,30.87,834.96,2021-11-26 18:18:20
153,00:02:33,2.6,175.33,77,17.92,0.49,8.91,50.82,17.83,986.8,24.52,30.86,820.31,2021-11-26 18:18:21
154,00:02:34,2.6,175.33,76,17.92,0.49,8.91,50.82,17.83,986.8,24.52,30.86,816.41,2021-11-26 18:18:22
155,00:02:35,2.6,175.33,76,17.92,0.49,8.91,50.82,17.83,986.8,24.52,30.86,791.02,2021-11-26 18:18:23
156,00:02:36,3.24,218.83,75,29.35,0.42,12.44,56.85,18.02,986.9,24.52,30.83,784.18,2021-11-26 18:18:24
157,00:02:37,3.24,218.83,75,29.35,0.42,12.44,56.85,18.02,986.9,24.52,30.83,776.37,2021-11-26 18:18:25
158,00:02:38,3.05,206.0,75,27.36,0.45,12.35,59.95,18.23,986.8,24.52,30.83,787.11,2021-11-26 18:18:26
159,00:02:39,3.05,206.0,75,27.36,0.45,12.35,59.95,18.23,986.8,24.52,30.83,805.66,2021-11-26 18:18:27
160,00:02:40,3.2,216.33,75,27.33,0.47,13.05,60.32,18.29,986.8,24.52,30.81,834.96,2021-11-26 18:18:28
161,00:02:41,3.2,216.33,76,27.33,0.47,13.05,60.32,18.29,986.8,24.52,30.81,805.66,2021-11-26 18:18:29
162,00:02:42,3.3,222.67,76,26.52,0.52,13.79,61.93,18.42,986.9,24.52,30.82,750.49,2021-11-26 18:18:30
163,00:02:43,3.3,222.67,76,26.52,0.52,13.79,61.93,18.42,986.9,24.52,30.82,761.72,2021-11-26 18:18:31
164,00:02:44,3.3,222.67,76,26.52,0.52,13.79,61.93,18.42,986.9,24.52,30.82,754.88,2021-11-26 18:18:32
165,00:02:45,2.64,178.33,77,18.56,0.46,8.68,48.67,17.64,986.9,24.53,30.79,765.14,2021-11-26 18:18:33
166,00:02:46,2.64,178.33,78,18.56,0.46,8.68,48.67,17.64,986.9,24.53,30.79,747.07,2021-11-26 18:18:34
167,00:02:47,2.64,178.33,79,18.56,0.46,8.68,48.67,17.64,986.9,24.53,30.79,725.59,2021-11-26 18:18:35
168,00:02:48,2.64,178.33,79,18.56,0.46,8.68,48.67,17.64,986.9,24.53,30.79,699.22,2021-11-26 18:18:36
169,00:02:49,2.96,199.83,80,28.91,0.43,12.7,63.55,18.36,986.8,24.53,30.78,710.94,2021-11-26 18:18:37
170,00:02:50,2.96,199.83,80,28.91,0.43,12.7,63.55,18.36,986.8,24.53,30.78,710.94,2021-11-26 18:18:38
171,00:02:51,2.96,199.83,81,28.91,0.43,12.7,63.55,18.36,986.8,24.53,30.78,728.52,2021-11-26 18:18:39
172,00:02:52,2.72,183.67,82,17.06,0.63,10.91,59.4,18.43,986.9,24.53,30.77,783.2,2021-11-26 18:18:40
173,00:02:53,2.72,183.67,82,17.06,0.63,10.91,59.4,18.43,986.9,24.53,30.77,820.31,2021-11-26 18:18:41
174,00:02:54,2.72,183.67,82,17.06,0.63,10.91,59.4,18.43,986.9,24.53,30.77,820.31,2021-11-26 18:18:42
175,00:02:55,2.72,183.67,82,17.06,0.63,10.91,59.4,18.43,986.9,24.53,30.77,864.26,2021-11-26 18:18:43
176,00:02:56,2.78,187.67,83,19.54,0.46,9.07,48.33,17.61,986.9,24.52,30.76,443.36,2021-11-26 18:18:44
177,00:02:57,2.78,187.67,82,19.54,0.46,9.07,48.33,17.61,986.9,24.52,30.76,794.43,2021-11-26 18:18:45
178,00:02:58,2.8,189.0,82,21.67,0.48,10.52,55.66,18.08,986.8,24.53,30.75,776.37,2021-11-26 18:18:46
179,00:02:59,2.8,189.0,82,21.67,0.48,10.52,55.66,18.08,986.8,24.53,30.75,754.88,2021-11-26 18:18:47
180,00:03:00,2.8,189.0,82,21.67,0.48,10.52,55.66,18.08,986.8,24.53,30.75,747.07,2021-11-26 18:18:48
181,00:03:01,2.8,189.0,81,21.67,0.48,10.52,55.66,18.08,986.8,24.53,30.75,731.45,2021-11-26 18:18:49
182,00:03:02,2.7,182.33,80,19.86,0.47,9.49,52.05,17.87,986.9,24.53,30.77,710.94,2021-11-26 18:18:50
183,00:03:03,2.7,182.33,81,19.86,0.47,9.49,52.05,17.87,986.9,24.53,30.77,688.48,2021-11-26 18:18:51
184,00:03:04,2.84,192.0,81,24.59,0.44,10.9,56.77,18.06,986.8,24.53,30.73,739.26,2021-11-26 18:18:52
185,00:03:05,2.84,192.0,81,24.59,0.44,10.9,56.77,18.06,986.8,24.53,30.73,739.26,2021-11-26 18:18:53
186,00:03:06,2.9,195.83,81,27.73,0.4,11.18,57.09,17.98,986.9,24.53,30.73,798.83,2021-11-26 18:18:54
187,00:03:07,2.9,195.83,82,27.73,0.4,11.18,57.09,17.98,986.9,24.53,30.73,831.05,2021-11-26 18:18:55
188,00:03:08,2.85,192.17,82,27.51,0.38,10.57,55.0,17.82,986.9,24.53,30.71,864.26,2021-11-26 18:18:56
189,00:03:09,2.85,192.17,82,27.51,0.38,10.57,55.0,17.82,986.9,24.53,30.71,849.61,2021-11-26 18:18:57
190,00:03:10,2.85,192.17,82,27.51,0.38,10.57,55.0,17.82,986.9,24.53,30.71,834.96,2021-11-26 18:18:58
191,00:03:11,2.72,183.83,81,25.33,0.36,9.13,49.67,17.39,986.9,24.53,30.73,820.31,2021-11-26 18:18:59
192,00:03:12,2.72,183.83,74,25.33,0.36,9.13,49.67,17.39,986.9,24.53,30.73,816.41,2021-11-26 18:19:00
193,00:03:13,2.57,173.17,73,23.4,0.42,9.84,56.82,18.01,986.9,24.53,30.71,798.83,2021-11-26 18:19:01
194,00:03:14,2.57,173.17,73,23.4,0.42,9.84,56.82,18.01,986.9,24.53,30.71,812.5,2021-11-26 18:19:02
195,00:03:15,2.57,173.17,73,23.4,0.42,9.84,56.82,18.01,986.9,24.53,30.71,828.12,2021-11-26 18:19:03
196,00:03:16,2.57,173.17,73,23.4,0.42,9.84,56.82,18.01,986.9,24.53,30.71,820.31,2021-11-26 18:19:04
197,00:03:17,2.37,160.0,73,18.5,0.42,7.93,49.56,17.61,986.9,24.54,30.7,875.0,2021-11-26 18:19:05
198,00:03:18,2.37,160.0,73,18.5,0.42,7.93,49.56,17.61,986.9,24.54,30.7,922.85,2021-11-26 18:19:06
199,00:03:19,2.47,166.83,73,21.19,0.49,10.49,62.88,18.42,986.9,24.53,30.71,959.96,2021-11-26 18:19:07
200,00:03:20,2.47,166.83,73,21.19,0.49,10.49,62.88,18.42,986.9,24.53,30.71,965.82,2021-11-26 18:19:08
201,00:03:21,2.47,166.83,72,21.19,0.49,10.49,62.88,18.42,986.9,24.53,30.71,952.15,2021-11-26 18:19:09
202,00:03:22,2.35,158.83,72,22.18,0.3,6.7,42.18,16.4,986.9,24.54,30.71,966.8,2021-11-26 18:19:10
203,00:03:23,3.13,211.33,70,30.42,0.34,10.35,48.98,17.25,986.9,24.54,30.71,952.15,2021-11-26 18:19:11
204,00:03:24,3.13,211.33,69,30.42,0.34,10.35,48.98,17.25,986.9,24.54,30.71,454.1,2021-11-26 18:19:12
205,00:03:25,3.13,211.33,69,30.42,0.34,10.35,48.98,17.25,986.9,24.54,30.71,872.07,2021-11-26 18:19:13
