Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
0.84,00:00:00,79,226.56
0.84,00:00:00,79,320.31
0.84,00:00:00,,449.22
0.84,00:00:00,,441.41
1.82,00:00:01,79,898.44
1.82,00:00:01,,464.84
3.76,00:00:03,79,492.19
4.71,00:00:04,79,796.88
4.71,00:00:04,78,781.25
4.71,00:00:04,,226.56
4.71,00:00:04,,285.16
4.71,00:00:04,,464.84
5.74,00:00:05,78,815.43
6.7,00:00:06,78,875.00
6.7,00:00:06,,351.56
8.62,00:00:08,77,480.47
8.62,00:00:08,77,804.69
8.62,00:00:08,,820.31
9.56,00:00:09,76,539.06
9.56,00:00:09,,292.97
12.56,00:00:12,76,906.25
12.56,00:00:12,76,835.94
13.49,00:00:13,76,550.78
13.49,00:00:13,,457.03
14.42,00:00:14,75,851.56
14.42,00:00:14,75,824.22
14.42,00:00:14,,445.31
22.3,00:00:22,74,433.59
22.3,00:00:22,,375.00
22.3,00:00:22,,250.00
22.3,00:00:22,,230.47
24.18,00:00:24,74,910.16
24.18,00:00:24,74,378.91
24.18,00:00:24,,468.75
26.16,00:00:26,74,824.22
26.16,00:00:26,74,1042.97
26.16,00:00:26,74,246.09
26.16,00:00:26,74,578.12
26.16,00:00:26,74,707.03
26.16,00:00:26,74,332.03
26.16,00:00:26,73,898.44
26.16,00:00:26,73,902.34
26.16,00:00:26,73,448.24
26.16,00:00:26,,410.16
26.16,00:00:26,,828.12
26.16,00:00:26,,839.84
26.16,00:00:26,,500.00
26.16,00:00:26,,398.44
29.11,00:00:29,73,382.81
29.11,00:00:29,73,511.72
29.11,00:00:29,74,871.09
29.11,00:00:29,,417.97
29.11,00:00:29,,523.44
30.08,00:00:30,75,632.81
31.1,00:00:31,75,1179.69
32.04,00:00:32,73,843.75
32.04,00:00:32,,687.50
36.86,00:00:36,72,1070.31
36.86,00:00:36,72,917.97
39.84,00:00:39,71,593.75
39.84,00:00:39,71,277.34
39.84,00:00:39,,917.97
40.84,00:00:40,70,906.25
40.84,00:00:40,70,476.56
40.84,00:00:40,,378.91
41.78,00:00:41,70,878.91
43.74,00:00:43,69,925.78
43.74,00:00:43,69,394.53
43.74,00:00:43,69,429.69
43.74,00:00:43,69,862.30
43.74,00:00:43,,1035.16
43.74,00:00:43,,882.81
44.67,00:00:44,69,664.06
44.67,00:00:44,,230.47
44.67,00:00:44,,226.56
45.7,00:00:45,69,640.62
46.63,00:00:46,69,847.66
46.63,00:00:46,,636.72
47.64,00:00:47,69,992.19
48.6,00:00:48,70,292.97
48.6,00:00:48,,523.44
49.61,00:00:49,70,765.62
50.57,00:00:50,70,1082.03
51.53,00:00:51,70,906.25
52.47,00:00:52,69,585.94
52.47,00:00:52,,304.69
54.45,00:00:54,69,867.19
54.45,00:00:54,69,878.91
54.45,00:00:54,,531.25
55.4,00:00:55,69,406.25
55.4,00:00:55,,464.84
55.4,00:00:55,,351.56
56.44,00:00:56,69,984.38
57.42,00:00:57,69,378.91
57.42,00:00:57,,488.28
58.35,00:00:58,69,796.88
60.31,00:01:00,69,846.68
60.31,00:01:00,69,445.31
60.31,00:01:00,,246.09
60.31,00:01:00,,914.06
61.25,00:01:01,69,812.50
62.29,00:01:02,69,605.47
62.29,00:01:02,,242.19
64.19,00:01:04,69,792.97
64.19,00:01:04,69,253.91
64.19,00:01:04,,554.69
64.19,00:01:04,,738.28
66.17,00:01:06,69,1035.16
66.17,00:01:06,70,250.00
66.17,00:01:06,,722.66
68.06,00:01:08,71,238.28
68.06,00:01:08,71,328.12
68.06,00:01:08,,406.25
68.06,00:01:08,,898.44
70.07,00:01:10,71,843.75
70.07,00:01:10,71,425.78
70.07,00:01:10,,402.34
70.99,00:01:10,71,835.94
73.98,00:01:13,72,824.22
73.98,00:01:13,,511.72
73.98,00:01:13,,292.97
74.92,00:01:14,72,832.03
74.92,00:01:14,72,863.28
76.91,00:01:16,72,335.94
76.91,00:01:16,72,250.00
76.91,00:01:16,,320.31
76.91,00:01:16,,406.25
76.91,00:01:16,,507.81
77.84,00:01:17,73,549.80
77.84,00:01:17,,359.38
77.84,00:01:17,,437.50
79.84,00:01:19,73,464.84
79.84,00:01:19,74,832.03
80.79,00:01:20,74,1019.53
80.79,00:01:20,,273.44
80.79,00:01:20,,429.69
81.76,00:01:21,74,230.47
81.76,00:01:21,,628.91
82.72,00:01:22,74,289.06
82.72,00:01:22,,960.94
83.67,00:01:23,74,937.50
84.69,00:01:24,73,382.81
84.69,00:01:24,,531.25
86.67,00:01:26,74,765.62
86.67,00:01:26,74,1015.62
86.67,00:01:26,,281.25
87.64,00:01:27,74,582.03
92.5,00:01:32,75,703.12
92.5,00:01:32,75,449.22
92.5,00:01:32,,492.19
92.5,00:01:32,,347.66
