Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],HR[bpm],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH],RR[ms],Time
1,00:00:01,3.53,251.5,106,18.88,0.43,8.25,32.8,16.03,1003.6,25.53,42.18,621.09,2021-11-30 18:30:52
2,00:00:02,3.53,251.5,106,18.88,0.43,8.25,32.8,16.03,1003.6,25.53,42.18,771.0,2021-11-30 18:30:53
3,00:00:03,3.53,251.5,105,18.88,0.43,8.25,32.8,16.03,1003.6,25.53,42.18,328.12,2021-11-30 18:30:54
4,00:00:04,3.67,261.17,105,22.13,0.4,8.92,34.15,16.09,1003.6,25.54,42.15,587.24,2021-11-30 18:30:55
5,00:00:05,3.67,261.17,105,22.13,0.4,8.92,34.15,16.09,1003.6,25.54,42.15,328.12,2021-11-30 18:30:56
6,00:00:06,3.99,284.0,105,22.96,0.43,9.9,34.86,16.29,1003.7,25.53,42.14,679.69,2021-11-30 18:30:57
7,00:00:07,3.99,284.0,105,22.96,0.43,9.9,34.86,16.29,1003.7,25.53,42.14,289.06,2021-11-30 18:30:58
8,00:00:08,3.99,284.0,106,22.96,0.43,9.9,34.86,16.29,1003.7,25.53,42.14,484.38,2021-11-30 18:30:59
9,00:00:09,3.47,247.0,106,24.31,0.33,8.15,33.0,15.52,1003.6,25.53,42.15,367.19,2021-11-30 18:31:00
10,00:00:10,3.47,247.0,106,24.31,0.33,8.15,33.0,15.52,1003.6,25.53,42.15,369.14,2021-11-30 18:31:01
11,00:00:11,4.13,294.0,106,23.33,0.45,10.69,36.36,16.57,1003.5,25.53,42.13,511.72,2021-11-30 18:31:02
12,00:00:12,4.13,294.0,107,23.33,0.45,10.69,36.36,16.57,1003.5,25.53,42.13,436.72,2021-11-30 18:31:03
13,00:00:13,4.13,294.0,107,23.33,0.45,10.69,36.36,16.57,1003.5,25.53,42.13,593.75,2021-11-30 18:31:04
14,00:00:14,3.81,271.5,106,21.91,0.43,9.48,34.92,16.31,1003.6,25.53,42.12,281.25,2021-11-30 18:31:05
15,00:00:15,3.81,271.5,107,21.91,0.43,9.48,34.92,16.31,1003.6,25.53,42.12,919.92,2021-11-30 18:31:06
16,00:00:16,3.81,271.5,107,21.91,0.43,9.48,34.92,16.31,1003.6,25.53,42.12,472.66,2021-11-30 18:31:07
17,00:00:17,3.56,253.33,107,17.57,0.51,9.02,35.61,16.62,1003.6,25.52,42.09,570.31,2021-11-30 18:31:08
18,00:00:18,3.56,253.33,107,17.57,0.51,9.02,35.61,16.62,1003.6,25.52,42.09,457.03,2021-11-30 18:31:09
19,00:00:19,3.56,253.33,108,17.57,0.51,9.02,35.61,16.62,1003.6,25.52,42.09,1843.75,2021-11-30 18:31:10
20,00:00:20,3.65,260.0,108,19.24,0.48,9.42,36.23,16.63,1003.6,25.53,42.05,1843.75,2021-11-30 18:31:11
21,00:00:21,3.65,260.0,108,19.24,0.48,9.42,36.23,16.63,1003.6,25.53,42.05,1721.68,2021-11-30 18:31:12
22,00:00:22,3.65,260.0,108,19.24,0.48,9.42,36.23,16.63,1003.6,25.53,42.05,1721.68,2021-11-30 18:31:13
23,00:00:23,3.65,260.0,108,19.24,0.48,9.42,36.23,16.63,1003.6,25.53,42.05,1398.44,2021-11-30 18:31:14
24,00:00:24,3.7,263.17,108,15.53,0.6,9.38,35.64,16.78,1003.6,25.52,42.03,342.45,2021-11-30 18:31:15
25,00:00:25,3.7,263.17,107,15.53,0.6,9.38,35.64,16.78,1003.6,25.52,42.03,478.52,2021-11-30 18:31:16
26,00:00:26,3.7,263.17,107,15.53,0.6,9.38,35.64,16.78,1003.6,25.52,42.03,449.22,2021-11-30 18:31:17
27,00:00:27,3.7,263.17,107,15.53,0.6,9.38,35.64,16.78,1003.6,25.52,42.03,734.38,2021-11-30 18:31:18
28,00:00:28,3.51,250.17,108,19.27,0.46,8.92,35.66,16.5,1003.7,25.52,42.0,371.09,2021-11-30 18:31:19
29,00:00:29,3.51,250.17,108,19.27,0.46,8.92,35.66,16.5,1003.7,25.52,42.0,734.38,2021-11-30 18:31:20
30,00:00:30,3.51,250.17,108,19.27,0.46,8.92,35.66,16.5,1003.7,25.52,42.0,734.38,2021-11-30 18:31:21
31,00:00:31,3.2,228.0,109,18.62,0.44,8.22,36.05,16.48,1003.7,25.51,41.98,382.81,2021-11-30 18:31:22
32,00:00:32,3.2,228.0,109,18.62,0.44,8.22,36.05,16.48,1003.7,25.51,41.98,773.44,2021-11-30 18:31:23
33,00:00:33,3.2,228.0,110,18.62,0.44,8.22,36.05,16.48,1003.7,25.51,41.98,500.98,2021-11-30 18:31:24
34,00:00:34,3.52,250.83,110,16.25,0.59,9.63,38.39,17.06,1003.6,25.5,41.95,394.53,2021-11-30 18:31:25
35,00:00:35,3.52,250.83,109,16.25,0.59,9.63,38.39,17.06,1003.6,25.5,41.95,582.03,2021-11-30 18:31:26
36,00:00:36,3.52,250.83,109,16.25,0.59,9.63,38.39,17.06,1003.6,25.5,41.95,832.03,2021-11-30 18:31:27
37,00:00:37,3.52,250.83,109,16.25,0.59,9.63,38.39,17.06,1003.6,25.5,41.95,780.27,2021-11-30 18:31:28
38,00:00:38,3.47,246.83,108,17.37,0.53,9.27,37.56,16.88,1003.6,25.5,41.94,406.25,2021-11-30 18:31:29
39,00:00:39,3.47,246.83,108,17.37,0.53,9.27,37.56,16.88,1003.6,25.5,41.94,843.75,2021-11-30 18:31:30
40,00:00:40,3.47,246.83,108,17.37,0.53,9.27,37.56,16.88,1003.6,25.5,41.94,937.5,2021-11-30 18:31:31
