Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
205.58,00:03:25,,890.62
206.53,00:03:26,117,359.38
206.53,00:03:26,,300.78
208.48,00:03:28,117,640.62
208.48,00:03:28,,582.03
209.43,00:03:29,117,730.47
210.45,00:03:30,117,640.62
210.45,00:03:30,,257.81
210.45,00:03:30,,238.28
211.39,00:03:31,116,367.19
212.31,00:03:32,117,1019.53
212.31,00:03:32,,546.88
213.35,00:03:33,117,941.41
214.27,00:03:34,117,488.28
214.27,00:03:34,,769.53
215.3,00:03:35,117,375.00
215.3,00:03:35,,406.25
216.23,00:03:36,118,479.49
216.23,00:03:36,,796.88
217.26,00:03:37,118,906.25
218.19,00:03:38,118,984.38
219.11,00:03:39,119,488.28
219.11,00:03:39,,703.12
220.21,00:03:40,119,
221.15,00:03:41,120,1531.25
222.07,00:03:42,122,722.66
222.07,00:03:42,,671.88
223.1,00:03:43,122,542.97
224.03,00:03:44,123,890.62
224.03,00:03:44,,484.38
225.06,00:03:45,124,472.66
225.06,00:03:45,,347.66
225.06,00:03:45,,238.28
225.98,00:03:45,125,441.41
225.98,00:03:45,,394.53
227.01,00:03:47,125,
227.94,00:03:47,125,1914.06
227.94,00:03:47,,328.12
228.97,00:03:48,125,324.22
228.97,00:03:48,,621.09
229.9,00:03:49,125,1027.34
230.87,00:03:50,125,347.66
230.87,00:03:50,,378.91
231.91,00:03:51,125,750.00
231.91,00:03:51,,238.28
232.83,00:03:52,125,507.81
232.83,00:03:52,,359.38
232.83,00:03:52,,338.87
233.76,00:03:53,125,367.19
233.76,00:03:53,,343.75
234.79,00:03:54,126,472.66
234.79,00:03:54,,261.72
234.79,00:03:54,,226.56
234.79,00:03:54,,445.31
235.72,00:03:55,126,710.94
236.74,00:03:56,127,582.03
236.74,00:03:56,,562.50
237.77,00:03:57,127,273.44
237.77,00:03:57,,699.22
238.69,00:03:58,127,289.06
238.69,00:03:58,,300.78
238.69,00:03:58,,476.56
239.64,00:03:59,127,285.16
239.64,00:03:59,,367.19
239.64,00:03:59,,250.00
240.67,00:04:00,127,910.16
241.6,00:04:01,127,359.38
242.63,00:04:02,127,1312.50
242.63,00:04:02,,335.94
242.63,00:04:02,,296.88
243.55,00:04:03,126,773.44
244.58,00:04:04,126,527.34
244.58,00:04:04,,339.84
244.58,00:04:04,,277.34
245.51,00:04:05,126,691.41
247.46,00:04:07,126,875.00
248.4,00:04:08,126,640.62
248.4,00:04:08,,335.94
248.4,00:04:08,,382.81
249.43,00:04:09,127,347.66
249.43,00:04:09,,425.78
250.35,00:04:10,128,441.41
250.35,00:04:10,,285.16
250.35,00:04:10,,628.91
251.38,00:04:11,128,803.71
252.3,00:04:12,128,410.16
252.3,00:04:12,,667.97
253.34,00:04:13,128,316.41
253.34,00:04:13,,265.62
253.34,00:04:13,,273.44
253.34,00:04:13,,234.38
254.26,00:04:14,128,605.47
254.26,00:04:14,,277.34
255.3,00:04:15,128,339.84
255.3,00:04:15,,394.53
255.3,00:04:15,,472.66
256.23,00:04:16,128,398.44
256.23,00:04:16,,406.25
257.25,00:04:17,128,1113.28
258.18,00:04:18,127,281.25
259.21,00:04:19,127,941.41
259.21,00:04:19,,605.47
260.13,00:04:20,128,914.06
260.13,00:04:20,,351.56
261.16,00:04:21,128,687.50
262.09,00:04:22,128,917.97
263.03,00:04:23,128,566.41
263.03,00:04:23,,238.28
263.03,00:04:23,,246.09
264.06,00:04:24,128,1285.16
264.99,00:04:24,128,808.59
266.02,00:04:26,127,367.19
266.02,00:04:26,,664.06
267.94,00:04:27,127,441.41
267.94,00:04:27,127,312.50
267.94,00:04:27,,851.56
268.84,00:04:28,127,1338.87
269.91,00:04:29,127,648.44
269.91,00:04:29,,507.81
270.85,00:04:30,127,964.84
271.8,00:04:31,127,468.75
272.82,00:04:32,127,898.44
272.82,00:04:32,,652.34
273.77,00:04:33,127,992.19
274.8,00:04:34,126,324.22
274.8,00:04:34,,582.03
275.73,00:04:35,126,441.41
275.73,00:04:35,,253.91
275.73,00:04:35,,289.06
276.68,00:04:36,126,414.06
277.69,00:04:37,126,
278.62,00:04:38,125,2800.78
279.67,00:04:39,125,
280.59,00:04:40,125,1074.22
280.59,00:04:40,,453.12
280.59,00:04:40,,226.56
280.59,00:04:40,,265.62
281.52,00:04:41,125,234.38
281.52,00:04:41,,535.16
282.56,00:04:42,125,253.91
282.56,00:04:42,,597.66
283.48,00:04:43,125,1238.28
284.51,00:04:44,126,757.81
286.48,00:04:46,126,707.03
286.48,00:04:46,,429.69
288.45,00:04:48,126,1038.09
288.45,00:04:48,125,761.72
288.45,00:04:48,,355.47
289.37,00:04:49,125,
290.4,00:04:50,125,
291.33,00:04:51,125,2730.47
291.33,00:04:51,,363.28
292.27,00:04:52,125,320.31
293.3,00:04:53,125,1140.62
294.23,00:04:54,124,812.50
294.23,00:04:54,,335.94
295.27,00:04:55,124,
296.21,00:04:56,124,1726.56
296.21,00:04:56,,382.81
296.21,00:04:56,,285.16
297.14,00:04:57,123,320.31
297.14,00:04:57,,328.12
298.16,00:04:58,123,722.66
299.09,00:04:59,123,703.12
299.09,00:04:59,,523.44
300.13,00:05:00,123,871.09
301.05,00:05:01,123,925.78
301.05,00:05:01,,472.66
302.43,00:05:02,124,332.03
302.43,00:05:02,,320.31
303.35,00:05:03,124,886.72
303.35,00:05:03,,226.56
304.39,00:05:04,124,1464.84
305.31,00:05:05,124,667.97
306.34,00:05:06,124,562.50
306.34,00:05:06,,535.16
307.28,00:05:07,124,507.81
307.28,00:05:07,,238.28
308.2,00:05:08,124,1066.41
309.23,00:05:09,123,503.91
309.23,00:05:09,,269.53
310.18,00:05:10,123,1187.50
310.18,00:05:10,,300.78
311.22,00:05:11,123,257.81
311.22,00:05:11,,328.12
311.22,00:05:11,,238.28
312.19,00:05:12,123,1003.91
313.12,00:05:13,123,695.31
313.12,00:05:13,,574.22
314.15,00:05:14,124,312.50
314.15,00:05:14,,242.19
315.07,00:05:15,124,699.22
315.07,00:05:15,,394.53
315.07,00:05:15,,289.06
316.01,00:05:16,124,742.19
317.04,00:05:17,124,656.25
317.04,00:05:17,,335.94
318.06,00:05:18,124,471.68
318.06,00:05:18,,312.50
318.06,00:05:18,,515.62
319.92,00:05:19,125,265.62
319.92,00:05:19,,492.19
320.96,00:05:20,124,375.00
320.96,00:05:20,,351.56
320.96,00:05:20,,343.75
321.9,00:05:21,124,460.94
321.9,00:05:21,,628.91
322.92,00:05:22,123,773.44
323.85,00:05:23,123,437.50
323.85,00:05:23,,257.81
323.85,00:05:23,,695.31
324.89,00:05:24,122,343.75
324.89,00:05:24,,292.97
324.89,00:05:24,,351.56
325.81,00:05:25,122,636.72
326.84,00:05:26,122,414.06
327.78,00:05:27,121,1152.34
328.7,00:05:28,121,1269.53
328.7,00:05:28,,257.81
329.73,00:05:29,121,503.91
329.73,00:05:29,,632.81
330.68,00:05:30,120,226.56
330.68,00:05:30,,257.81
330.68,00:05:30,,371.09
331.66,00:05:31,120,542.97
332.68,00:05:32,119,781.25
332.68,00:05:32,,937.50
333.6,00:05:33,119,933.59
334.63,00:05:34,119,750.00
335.55,00:05:35,118,707.03
335.55,00:05:35,,312.50
335.55,00:05:35,,268.55
336.49,00:05:36,118,593.75
337.53,00:05:37,118,636.72
337.53,00:05:37,,355.47
338.45,00:05:38,118,
339.48,00:05:39,117,1726.56
339.48,00:05:39,,324.22
340.41,00:05:40,118,500.00
340.41,00:05:40,,671.88
340.41,00:05:40,,226.56
341.44,00:05:41,118,667.97
342.36,00:05:42,118,1089.84
343.39,00:05:43,119,1136.72
344.32,00:05:44,119,500.00
344.32,00:05:44,,363.28
344.32,00:05:44,,277.34
345.35,00:05:45,119,437.50
346.28,00:05:46,119,761.72
346.28,00:05:46,,339.84
347.31,00:05:47,120,742.19
348.24,00:05:48,120,902.34
348.24,00:05:48,,703.12
349.16,00:05:49,120,226.56
349.16,00:05:49,,460.94
350.18,00:05:50,120,671.88
350.18,00:05:50,,453.12
351.13,00:05:51,120,687.50
352.18,00:05:52,121,1312.50
352.18,00:05:52,,246.09
353.12,00:05:53,121,535.16
353.12,00:05:53,,463.87
354.04,00:05:54,121,289.06
354.04,00:05:54,,257.81
354.04,00:05:54,,417.97
355.07,00:05:55,120,253.91
355.07,00:05:55,,226.56
355.07,00:05:55,,226.56
356.02,00:05:56,120,621.09
356.02,00:05:56,,289.06
356.02,00:05:56,,234.38
357.06,00:05:57,121,839.84
357.99,00:05:57,121,488.28
357.99,00:05:57,,820.31
360.96,00:06:00,121,492.19
361.89,00:06:01,122,718.75
361.89,00:06:01,,781.25
362.82,00:06:02,122,246.09
362.82,00:06:02,,386.72
363.86,00:06:03,122,800.78
363.86,00:06:03,122,253.91
363.86,00:06:03,,347.66
363.86,00:06:03,,484.38
364.79,00:06:04,122,597.66
364.79,00:06:04,,343.75
364.79,00:06:04,,226.56
365.87,00:06:05,122,445.31
365.87,00:06:05,,687.50
366.79,00:06:06,122,437.50
366.79,00:06:06,,277.34
367.71,00:06:07,122,1042.97
368.75,00:06:08,121,667.97
368.75,00:06:08,,292.97
370.62,00:06:10,121,691.41
370.62,00:06:10,121,425.78
370.62,00:06:10,,589.84
370.62,00:06:10,,355.47
371.69,00:06:11,120,648.44
372.62,00:06:12,120,1362.30
373.55,00:06:13,120,871.09
373.55,00:06:13,,320.31
374.58,00:06:14,121,882.81
374.58,00:06:14,,410.16
375.54,00:06:15,121,921.88
376.46,00:06:16,121,
377.49,00:06:17,120,1183.59
377.49,00:06:17,,296.88
378.43,00:06:18,120,714.84
378.43,00:06:18,,253.91
378.43,00:06:18,,472.66
379.49,00:06:19,120,492.19
380.43,00:06:20,120,1523.44
381.37,00:06:21,120,527.34
381.37,00:06:21,,250.00
381.37,00:06:21,,367.19
382.4,00:06:22,120,
383.33,00:06:23,120,
384.26,00:06:24,120,2281.25
384.26,00:06:24,,273.44
385.33,00:06:25,120,
386.26,00:06:26,120,1726.56
386.26,00:06:26,,675.78
387.28,00:06:27,119,945.31
388.21,00:06:28,119,398.44
388.21,00:06:28,,664.06
389.24,00:06:29,120,643.55
390.17,00:06:30,120,445.31
390.17,00:06:30,,242.19
390.17,00:06:30,,664.06
391.1,00:06:31,120,664.06
392.13,00:06:32,121,445.31
392.13,00:06:32,,226.56
392.13,00:06:32,,410.16
393.05,00:06:33,121,414.06
393.05,00:06:33,,453.12
393.05,00:06:33,,265.62
394.08,00:06:34,121,441.41
394.08,00:06:34,,289.06
394.08,00:06:34,,355.47
395.03,00:06:35,120,363.28
395.03,00:06:35,,566.41
396.05,00:06:36,120,363.28
396.05,00:06:36,,285.16
396.05,00:06:36,,246.09
396.98,00:06:36,120,542.97
398.93,00:06:38,120,
399.85,00:06:39,120,
400.88,00:06:40,120,2949.22
400.88,00:06:40,,406.25
400.88,00:06:40,,261.72
401.91,00:06:41,120,644.53
402.84,00:06:42,120,640.62
402.84,00:06:42,,453.12
402.84,00:06:42,,234.38
403.86,00:06:43,120,621.09
404.82,00:06:44,120,933.59
405.75,00:06:45,120,972.66
405.75,00:06:45,,449.22
406.77,00:06:46,121,246.09
406.77,00:06:46,,652.34
407.7,00:06:47,121,636.72
407.7,00:06:47,,428.71
408.72,00:06:48,122,277.34
408.72,00:06:48,,332.03
408.72,00:06:48,,246.09
409.65,00:06:49,122,406.25
409.65,00:06:49,,300.78
409.65,00:06:49,,433.59
410.67,00:06:50,122,238.28
410.67,00:06:50,,250.00
411.6,00:06:51,122,
412.53,00:06:52,122,2355.47
412.53,00:06:52,,304.69
414.48,00:06:54,122,343.75
414.48,00:06:54,122,351.56
414.48,00:06:54,,285.16
414.48,00:06:54,,585.94
415.51,00:06:55,122,792.97
415.51,00:06:55,,289.06
416.43,00:06:56,122,863.28
417.45,00:06:57,121,628.91
417.45,00:06:57,,496.09
417.45,00:06:57,,226.56
418.38,00:06:58,121,558.59
418.38,00:06:58,,554.69
419.4,00:06:59,121,566.41
419.4,00:06:59,,425.78
420.36,00:07:00,121,375.00
420.36,00:07:00,,636.72
421.4,00:07:01,121,906.25
422.33,00:07:02,123,394.53
422.33,00:07:02,,617.19
423.35,00:07:03,124,640.62
424.27,00:07:04,125,664.06
424.27,00:07:04,,339.84
424.27,00:07:04,,304.69
425.3,00:07:05,125,608.40
425.3,00:07:05,,304.69
426.25,00:07:06,125,289.06
426.25,00:07:06,,679.69
427.17,00:07:07,124,648.44
427.17,00:07:07,,332.03
427.17,00:07:07,,257.81
428.21,00:07:08,124,535.16
428.21,00:07:08,,503.91
429.15,00:07:09,123,343.75
429.15,00:07:09,,402.34
429.15,00:07:09,,226.56
430.18,00:07:10,123,367.19
431.1,00:07:11,123,1664.06
432.04,00:07:12,123,
433.07,00:07:13,122,1308.59
433.07,00:07:13,,507.81
434,00:07:14,122,292.97
434,00:07:14,,339.84
434,00:07:14,,429.69
435.03,00:07:15,121,281.25
435.03,00:07:15,,281.25
435.03,00:07:15,,421.88
435.95,00:07:15,121,230.47
435.95,00:07:15,,328.12
437.92,00:07:17,122,726.56
437.92,00:07:17,,386.72
437.92,00:07:17,,273.44
438.94,00:07:18,122,265.62
438.94,00:07:18,,375.00
439.82,00:07:19,122,644.53
439.82,00:07:19,,621.09
440.85,00:07:20,122,339.84
440.85,00:07:20,,292.97
440.85,00:07:20,,246.09
440.85,00:07:20,,371.09
441.88,00:07:21,122,351.56
441.88,00:07:21,,265.62
442.81,00:07:22,122,1250.00
443.77,00:07:23,122,620.12
444.79,00:07:24,122,617.19
444.79,00:07:24,,636.72
445.72,00:07:25,121,332.03
445.72,00:07:25,,253.91
445.72,00:07:25,,714.84
446.77,00:07:26,121,683.59
446.77,00:07:26,,242.19
447.7,00:07:27,121,234.38
447.7,00:07:27,,804.69
448.62,00:07:28,122,636.72
449.66,00:07:29,122,632.81
449.66,00:07:29,,621.09
450.59,00:07:30,122,550.78
451.62,00:07:31,123,804.69
451.62,00:07:31,,609.38
452.56,00:07:32,123,
454.5,00:07:34,119,1355.47
454.5,00:07:34,,250.00
454.5,00:07:34,,371.09
455.54,00:07:35,119,671.88
455.54,00:07:35,,511.72
456.46,00:07:36,119,621.09
456.46,00:07:36,119,570.31
456.46,00:07:36,,683.59
457.38,00:07:37,118,437.50
457.38,00:07:37,,464.84
458.41,00:07:38,117,667.97
458.41,00:07:38,,542.97
459.36,00:07:39,114,406.25
459.36,00:07:39,,253.91
460.38,00:07:40,114,425.78
460.38,00:07:40,,703.12
461.32,00:07:41,114,491.21
461.32,00:07:41,,332.03
462.36,00:07:42,114,789.06
462.36,00:07:42,,492.19
463.31,00:07:43,114,652.34
464.24,00:07:44,114,925.78
465.27,00:07:45,115,816.41
466.19,00:07:46,115,824.22
466.19,00:07:46,,882.81
467.22,00:07:47,116,257.81
467.22,00:07:47,,410.16
467.22,00:07:47,,324.22
469.12,00:07:49,115,632.81
469.12,00:07:49,116,636.72
469.12,00:07:49,,328.12
469.12,00:07:49,,281.25
470.17,00:07:50,116,417.97
470.17,00:07:50,,761.72
471.1,00:07:51,116,730.47
472.03,00:07:52,116,617.19
473.07,00:07:53,115,1597.66
473.99,00:07:53,115,292.97
473.99,00:07:53,,308.59
475.03,00:07:55,115,792.97
475.03,00:07:55,,421.88
476.9,00:07:56,114,835.94
476.9,00:07:56,,324.22
477.92,00:07:57,114,519.53
477.92,00:07:57,,277.34
478.85,00:07:58,114,1265.62
479.87,00:07:59,114,225.59
479.87,00:07:59,,531.25
480.8,00:08:00,114,765.62
481.85,00:08:01,113,695.31
481.85,00:08:01,,480.47
482.8,00:08:02,113,753.91
483.77,00:08:03,113,625.00
483.77,00:08:03,,433.59
483.77,00:08:03,,410.16
484.71,00:08:04,114,367.19
