Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
0.9,00:00:00,56,1038.09
1.93,00:00:01,56,984.38
2.86,00:00:02,57,992.19
3.88,00:00:03,57,1039.06
4.81,00:00:04,58,1054.69
5.87,00:00:05,58,960.94
6.9,00:00:06,58,906.25
7.82,00:00:07,59,964.84
8.86,00:00:08,59,1097.66
9.79,00:00:09,59,1113.28
10.82,00:00:10,59,1078.12
11.75,00:00:11,58,972.66
12.77,00:00:12,59,992.19
13.8,00:00:13,59,1078.12
14.73,00:00:14,58,1085.94
15.78,00:00:15,57,1109.38
16.71,00:00:16,57,1066.41
17.73,00:00:17,57,984.38
18.75,00:00:18,57,991.21
19.78,00:00:19,57,960.94
20.71,00:00:20,57,839.84
21.74,00:00:21,57,773.44
22.66,00:00:22,57,785.16
23.69,00:00:23,58,890.62
24.71,00:00:24,59,1062.50
25.64,00:00:25,59,1027.34
26.66,00:00:26,59,1128.91
27.69,00:00:27,58,1160.16
28.61,00:00:28,57,1125.00
29.63,00:00:29,57,1035.16
31.58,00:00:31,56,1039.06
33.63,00:00:33,57,1019.53
34.57,00:00:34,57,968.75
35.6,00:00:35,57,894.53
36.53,00:00:36,57,906.25
36.53,00:00:36,58,964.84
38.51,00:00:38,58,1018.55
38.51,00:00:38,59,1007.81
39.54,00:00:39,60,949.22
40.52,00:00:40,60,1011.72
41.55,00:00:41,60,1031.25
42.5,00:00:42,60,1019.53
43.53,00:00:43,60,949.22
45.52,00:00:45,60,964.84
45.52,00:00:45,60,1027.34
46.46,00:00:46,60,1046.88
47.4,00:00:47,60,1011.72
48.41,00:00:48,60,980.47
50.46,00:00:50,60,992.19
50.46,00:00:50,60,1023.44
51.42,00:00:51,60,1027.34
52.34,00:00:52,59,1015.62
53.37,00:00:53,59,960.94
54.39,00:00:54,60,960.94
55.41,00:00:55,60,1053.71
56.34,00:00:56,60,1093.75
57.36,00:00:57,59,1050.78
58.3,00:00:58,59,976.56
59.33,00:00:59,59,1007.81
60.35,00:01:00,59,1070.31
61.28,00:01:01,59,1078.12
62.31,00:01:02,58,1070.31
63.34,00:01:03,58,
64.25,00:01:04,57,1082.03
65.3,00:01:05,57,1089.84
66.27,00:01:06,57,1074.22
67.2,00:01:07,57,1007.81
68.23,00:01:08,56,976.56
69.25,00:01:09,57,1039.06
70.17,00:01:10,57,1082.03
71.21,00:01:11,57,1074.22
72.13,00:01:12,57,1000.00
73.16,00:01:13,57,932.62
74.21,00:01:14,57,937.50
75.13,00:01:15,58,945.31
76.16,00:01:16,58,886.72
76.16,00:01:16,,832.03
77.18,00:01:17,59,808.59
78.1,00:01:18,60,851.56
79.13,00:01:19,62,1191.41
80.16,00:01:20,63,1222.66
81.08,00:01:21,63,
82.12,00:01:22,64,1195.31
83.04,00:01:23,66,1164.06
84.08,00:01:24,68,1082.03
85.11,00:01:25,69,1003.91
86.03,00:01:26,70,1003.91
87.06,00:01:27,64,980.47
88.09,00:01:28,63,953.12
89.01,00:01:29,62,902.34
90.03,00:01:30,62,851.56
