Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
0.42,00:00:00,79,679.69
2.38,00:00:02,80,660.16
2.38,00:00:02,82,726.56
2.38,00:00:02,,713.87
3.41,00:00:03,83,703.12
4.35,00:00:04,83,769.53
4.35,00:00:04,,871.09
6.41,00:00:06,84,828.12
6.41,00:00:06,83,742.19
7.34,00:00:07,83,835.94
9.3,00:00:09,82,875.00
9.3,00:00:09,82,757.81
9.3,00:00:09,,718.75
10.33,00:00:10,81,785.16
11.37,00:00:11,81,835.94
12.3,00:00:12,79,785.16
12.3,00:00:12,,785.16
13.34,00:00:13,79,906.25
14.27,00:00:14,78,910.16
15.31,00:00:15,78,781.25
16.24,00:00:16,77,906.25
17.27,00:00:17,76,902.34
18.21,00:00:18,77,769.53
18.21,00:00:18,,703.12
19.23,00:00:19,77,718.75
20.27,00:00:20,78,768.55
21.22,00:00:21,78,910.16
22.16,00:00:22,78,960.94
22.16,00:00:22,,781.25
23.19,00:00:23,78,777.34
24.23,00:00:24,78,894.53
25.16,00:00:25,78,945.31
26.22,00:00:26,77,820.31
28.12,00:00:28,77,738.28
28.12,00:00:28,,820.31
29.17,00:00:29,77,875.00
30.1,00:00:30,76,820.31
31.14,00:00:31,75,730.47
31.14,00:00:31,74,816.41
31.14,00:00:31,,898.44
32.08,00:00:32,73,851.56
33.11,00:00:33,73,746.09
34.04,00:00:34,72,871.09
35.08,00:00:35,72,910.16
36.11,00:00:36,71,839.84
36.11,00:00:36,,734.38
37.04,00:00:37,70,789.06
38.08,00:00:38,70,780.27
39,00:00:39,70,722.66
39,00:00:39,,699.22
40.03,00:00:40,71,796.88
41.09,00:00:41,72,871.09
42.02,00:00:42,72,859.38
43.05,00:00:43,72,742.19
44.95,00:00:44,71,871.09
44.95,00:00:44,71,914.06
44.95,00:00:44,,769.53
45.99,00:00:45,70,746.09
47.01,00:00:47,70,828.12
47.94,00:00:47,70,859.38
47.94,00:00:47,,730.47
48.97,00:00:48,70,746.09
49.9,00:00:49,70,851.56
50.93,00:00:50,70,863.28
51.89,00:00:51,71,753.91
51.89,00:00:51,,804.69
52.92,00:00:52,70,906.25
53.85,00:00:53,70,910.16
54.86,00:00:54,70,761.72
55.87,00:00:55,70,756.84
56.89,00:00:56,70,816.41
56.89,00:00:56,,828.12
57.84,00:00:57,70,746.09
58.86,00:00:58,70,718.75
59.89,00:00:59,71,781.25
60.83,00:01:00,73,832.03
60.83,00:01:00,,863.28
61.77,00:01:01,73,769.53
62.8,00:01:02,73,738.28
63.83,00:01:03,74,785.16
63.83,00:01:03,,824.22
64.75,00:01:04,74,796.88
65.78,00:01:05,74,718.75
66.74,00:01:06,75,722.66
67.77,00:01:07,75,808.59
67.77,00:01:07,,847.66
68.71,00:01:08,75,804.69
69.75,00:01:09,75,753.91
70.68,00:01:10,74,855.47
71.77,00:01:11,74,929.69
72.71,00:01:12,74,925.78
72.71,00:01:12,,781.25
74.69,00:01:14,74,854.49
75.62,00:01:15,73,871.09
76.68,00:01:16,72,867.19
77.71,00:01:17,71,753.91
78.63,00:01:18,70,882.81
79.66,00:01:19,69,898.44
79.66,00:01:19,,792.97
80.59,00:01:20,69,839.84
81.62,00:01:21,69,867.19
82.59,00:01:22,69,847.66
83.62,00:01:23,70,734.38
83.62,00:01:23,,816.41
84.55,00:01:24,70,882.81
85.57,00:01:25,70,894.53
86.6,00:01:26,70,890.62
87.52,00:01:27,69,753.91
88.56,00:01:28,69,753.91
88.56,00:01:28,,839.84
89.48,00:01:29,69,875.00
90.51,00:01:30,69,828.12
91.55,00:01:31,69,726.56
92.47,00:01:32,70,702.15
92.47,00:01:32,,792.97
93.51,00:01:33,70,867.19
95.5,00:01:35,71,804.69
96.44,00:01:36,71,757.81
96.44,00:01:36,71,859.38
97.47,00:01:37,72,917.97
97.47,00:01:37,,804.69
