Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],HR[bpm],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH],RR[ms],Time
17,00:00:17,3.83,216.67,77,18.54,0.46,8.63,39.83,16.94,996.7,23.54,39.99,906.25,2021-12-01 15:20:57
18,00:00:18,3.83,216.67,76,18.54,0.46,8.63,39.83,16.94,996.7,23.54,39.99,902.34,2021-12-01 15:20:58
19,00:00:19,3.83,216.67,77,18.54,0.46,8.63,39.83,16.94,996.7,23.54,39.99,736.33,2021-12-01 15:20:59
20,00:00:20,3.83,216.67,77,18.54,0.46,8.63,39.83,16.94,996.7,23.54,39.99,718.75,2021-12-01 15:21:00
21,00:00:21,3.83,216.67,78,18.54,0.46,8.63,39.83,16.94,996.7,23.54,39.99,768.55,2021-12-01 15:21:01
22,00:00:22,3.97,224.83,78,13.49,0.67,9.15,40.7,17.35,996.7,23.54,39.95,910.16,2021-12-01 15:21:02
23,00:00:23,3.97,224.83,78,13.49,0.67,9.15,40.7,17.35,996.7,23.54,39.95,871.09,2021-12-01 15:21:03
24,00:00:24,3.97,224.83,78,13.49,0.67,9.15,40.7,17.35,996.7,23.54,39.95,777.34,2021-12-01 15:21:04
25,00:00:25,3.97,224.83,78,13.49,0.67,9.15,40.7,17.35,996.7,23.54,39.95,894.53,2021-12-01 15:21:05
26,00:00:26,4.26,241.0,78,15.69,0.61,9.6,39.83,17.2,996.7,23.54,39.93,945.31,2021-12-01 15:21:06
27,00:00:27,4.26,241.0,77,15.69,0.61,9.6,39.83,17.2,996.7,23.54,39.93,820.31,2021-12-01 15:21:07
28,00:00:28,4.26,241.0,77,15.69,0.61,9.6,39.83,17.2,996.7,23.54,39.93,820.31,2021-12-01 15:21:08
29,00:00:29,3.72,210.83,77,17.75,0.44,7.84,37.19,16.58,996.7,23.54,39.92,779.3,2021-12-01 15:21:09
30,00:00:30,3.72,210.83,77,17.75,0.44,7.84,37.19,16.58,996.7,23.54,39.92,875.0,2021-12-01 15:21:10
31,00:00:31,3.72,210.83,76,17.75,0.44,7.84,37.19,16.58,996.7,23.54,39.92,820.31,2021-12-01 15:21:11
32,00:00:32,3.48,197.0,74,18.54,0.4,7.55,38.32,16.6,996.7,23.54,39.88,815.1,2021-12-01 15:21:12
33,00:00:33,3.48,197.0,73,18.54,0.4,7.55,38.32,16.6,996.7,23.54,39.88,851.56,2021-12-01 15:21:13
34,00:00:34,3.48,197.0,73,18.54,0.4,7.55,38.32,16.6,996.7,23.54,39.88,746.09,2021-12-01 15:21:14
35,00:00:35,3.48,197.0,72,18.54,0.4,7.55,38.32,16.6,996.7,23.54,39.88,871.09,2021-12-01 15:21:15
36,00:00:36,3.45,195.17,72,17.99,0.44,8.07,41.35,17.04,996.7,23.54,39.88,910.16,2021-12-01 15:21:16
37,00:00:37,3.45,195.17,71,17.99,0.44,8.07,41.35,17.04,996.7,23.54,39.88,787.11,2021-12-01 15:21:17
38,00:00:38,3.45,195.17,70,17.99,0.44,8.07,41.35,17.04,996.7,23.54,39.88,789.06,2021-12-01 15:21:18
39,00:00:39,3.88,219.5,70,20.48,0.43,8.99,40.96,16.98,996.8,23.54,39.86,780.27,2021-12-01 15:21:19
40,00:00:40,3.88,219.5,70,20.48,0.43,8.99,40.96,16.98,996.8,23.54,39.86,710.94,2021-12-01 15:21:20
41,00:00:41,3.88,219.5,71,20.48,0.43,8.99,40.96,16.98,996.8,23.54,39.86,796.88,2021-12-01 15:21:21
42,00:00:42,3.72,210.33,72,17.89,0.47,8.42,40.03,16.97,996.7,23.54,39.87,871.09,2021-12-01 15:21:22
43,00:00:43,3.72,210.33,72,17.89,0.47,8.42,40.03,16.97,996.7,23.54,39.87,859.38,2021-12-01 15:21:23
44,00:00:44,3.72,210.33,72,17.89,0.47,8.42,40.03,16.97,996.7,23.54,39.87,742.19,2021-12-01 15:21:24
45,00:00:45,4.06,229.67,71,20.62,0.47,9.78,42.58,17.22,996.8,23.54,39.86,851.56,2021-12-01 15:21:25
46,00:00:46,4.06,229.67,70,20.62,0.47,9.78,42.58,17.22,996.8,23.54,39.86,746.09,2021-12-01 15:21:26
47,00:00:47,4.06,229.67,70,20.62,0.47,9.78,42.58,17.22,996.8,23.54,39.86,746.09,2021-12-01 15:21:27
48,00:00:48,4.12,233.0,70,20.06,0.5,10.07,43.22,17.33,996.8,23.54,39.85,805.99,2021-12-01 15:21:28
49,00:00:49,4.12,233.0,70,20.06,0.5,10.07,43.22,17.33,996.8,23.54,39.85,746.09,2021-12-01 15:21:29
50,00:00:50,4.12,233.0,70,20.06,0.5,10.07,43.22,17.33,996.8,23.54,39.85,851.56,2021-12-01 15:21:30
51,00:00:51,4.12,233.33,70,19.03,0.52,9.95,42.64,17.32,996.7,23.54,39.82,863.28,2021-12-01 15:21:31
52,00:00:52,4.12,233.33,71,19.03,0.52,9.95,42.64,17.32,996.7,23.54,39.82,779.3,2021-12-01 15:21:32
53,00:00:53,4.12,233.33,70,19.03,0.52,9.95,42.64,17.32,996.7,23.54,39.82,906.25,2021-12-01 15:21:33
54,00:00:54,4.12,233.33,70,19.03,0.52,9.95,42.64,17.32,996.7,23.54,39.82,910.16,2021-12-01 15:21:34
55,00:00:55,3.52,199.5,70,16.67,0.48,8.05,40.35,17.03,996.7,23.54,39.78,761.72,2021-12-01 15:21:35
56,00:00:56,3.52,199.5,70,16.67,0.48,8.05,40.35,17.03,996.7,23.54,39.78,756.84,2021-12-01 15:21:36
57,00:00:57,3.52,199.5,70,16.67,0.48,8.05,40.35,17.03,996.7,23.54,39.78,822.27,2021-12-01 15:21:37
58,00:00:58,3.48,196.83,70,17.96,0.45,8.22,41.76,17.1,996.7,23.54,39.75,746.09,2021-12-01 15:21:38
59,00:00:59,3.48,196.83,70,17.96,0.45,8.22,41.76,17.1,996.7,23.54,39.75,718.75,2021-12-01 15:21:39
60,00:01:00,3.48,196.83,71,17.96,0.45,8.22,41.76,17.1,996.7,23.54,39.75,781.25,2021-12-01 15:21:40
61,00:01:01,3.48,196.83,73,17.96,0.45,8.22,41.76,17.1,996.7,23.54,39.75,847.66,2021-12-01 15:21:41
62,00:01:02,3.21,181.67,73,14.62,0.5,7.36,40.51,17.09,996.8,23.54,39.71,769.53,2021-12-01 15:21:42
63,00:01:03,3.21,181.67,73,14.62,0.5,7.36,40.51,17.09,996.8,23.54,39.71,738.28,2021-12-01 15:21:43
64,00:01:04,3.21,181.67,74,14.62,0.5,7.36,40.51,17.09,996.8,23.54,39.71,804.69,2021-12-01 15:21:44
65,00:01:05,3.21,181.67,74,14.62,0.5,7.36,40.51,17.09,996.8,23.54,39.71,796.88,2021-12-01 15:21:45
66,00:01:06,3.49,197.33,74,17.59,0.43,7.73,39.17,16.8,996.8,23.54,39.71,718.75,2021-12-01 15:21:46
67,00:01:07,3.49,197.33,75,17.59,0.43,7.73,39.17,16.8,996.8,23.54,39.71,722.66,2021-12-01 15:21:47
68,00:01:08,3.49,197.33,75,17.59,0.43,7.73,39.17,16.8,996.8,23.54,39.71,828.12,2021-12-01 15:21:48
69,00:01:09,3.44,194.67,75,16.44,0.45,7.5,38.53,16.78,996.7,23.55,39.7,804.69,2021-12-01 15:21:49
70,00:01:10,3.44,194.67,75,16.44,0.45,7.5,38.53,16.78,996.7,23.55,39.7,753.91,2021-12-01 15:21:50
71,00:01:11,3.44,194.67,74,16.44,0.45,7.5,38.53,16.78,996.7,23.55,39.7,855.47,2021-12-01 15:21:51
72,00:01:12,3.12,176.33,74,16.57,0.38,6.44,36.52,16.31,996.7,23.54,39.69,929.69,2021-12-01 15:21:52
73,00:01:13,3.12,176.33,74,16.57,0.38,6.44,36.52,16.31,996.7,23.54,39.69,853.52,2021-12-01 15:21:53
74,00:01:14,3.12,176.33,74,16.57,0.38,6.44,36.52,16.31,996.7,23.54,39.69,781.25,2021-12-01 15:21:54
75,00:01:15,3.12,176.33,74,16.57,0.38,6.44,36.52,16.31,996.7,23.54,39.69,854.49,2021-12-01 15:21:55
76,00:01:16,3.22,182.0,73,17.59,0.38,6.8,37.36,16.4,996.8,23.55,39.69,871.09,2021-12-01 15:21:56
77,00:01:17,3.22,182.0,72,17.59,0.38,6.8,37.36,16.4,996.8,23.55,39.69,867.19,2021-12-01 15:21:57
78,00:01:18,3.22,182.0,71,17.59,0.38,6.8,37.36,16.4,996.8,23.55,39.69,753.91,2021-12-01 15:21:58
79,00:01:19,3.57,202.17,70,22.08,0.35,7.87,38.93,16.44,996.7,23.55,39.69,882.81,2021-12-01 15:21:59
80,00:01:20,3.57,202.17,69,22.08,0.35,7.87,38.93,16.44,996.7,23.55,39.69,845.7,2021-12-01 15:22:00
81,00:01:21,3.57,202.17,69,22.08,0.35,7.87,38.93,16.44,996.7,23.55,39.69,839.84,2021-12-01 15:22:01
82,00:01:22,3.53,199.67,69,19.52,0.4,7.84,39.26,16.68,996.7,23.54,39.67,867.19,2021-12-01 15:22:02
83,00:01:23,3.53,199.67,69,19.52,0.4,7.84,39.26,16.68,996.7,23.54,39.67,847.66,2021-12-01 15:22:03
84,00:01:24,3.53,199.67,70,19.52,0.4,7.84,39.26,16.68,996.7,23.54,39.67,775.39,2021-12-01 15:22:04
85,00:01:25,2.82,159.67,70,13.89,0.41,5.79,36.26,16.39,996.7,23.55,39.66,882.81,2021-12-01 15:22:05
86,00:01:26,2.82,159.67,70,13.89,0.41,5.79,36.26,16.39,996.7,23.55,39.66,894.53,2021-12-01 15:22:06
87,00:01:27,2.82,159.67,70,13.89,0.41,5.79,36.26,16.39,996.7,23.55,39.66,890.62,2021-12-01 15:22:07
88,00:01:28,2.82,159.67,69,13.89,0.41,5.79,36.26,16.39,996.7,23.55,39.66,753.91,2021-12-01 15:22:08
89,00:01:29,2.82,159.67,69,13.89,0.41,5.79,36.26,16.39,996.7,23.55,39.66,796.88,2021-12-01 15:22:09
90,00:01:30,3.14,177.5,69,13.99,0.47,6.69,37.69,16.75,996.7,23.55,39.63,875.0,2021-12-01 15:22:10
91,00:01:31,3.14,177.5,69,13.99,0.47,6.69,37.69,16.75,996.7,23.55,39.63,828.12,2021-12-01 15:22:11
92,00:01:32,3.14,177.5,69,13.99,0.47,6.69,37.69,16.75,996.7,23.55,39.63,726.56,2021-12-01 15:22:12
93,00:01:33,3.14,177.5,70,13.99,0.47,6.69,37.69,16.75,996.7,23.55,39.63,747.56,2021-12-01 15:22:13
94,00:01:34,3.75,212.0,70,18.57,0.44,8.2,38.68,16.76,996.7,23.55,39.62,867.19,2021-12-01 15:22:14
95,00:01:35,3.75,212.0,70,18.57,0.44,8.2,38.68,16.76,996.7,23.55,39.62,867.19,2021-12-01 15:22:15
96,00:01:36,3.75,212.0,71,18.57,0.44,8.2,38.68,16.76,996.7,23.55,39.62,804.69,2021-12-01 15:22:16
97,00:01:37,3.74,211.67,71,17.47,0.47,8.27,39.07,16.88,996.7,23.55,39.64,808.59,2021-12-01 15:22:17
98,00:01:38,3.74,211.67,72,17.47,0.47,8.27,39.07,16.88,996.7,23.55,39.64,861.33,2021-12-01 15:22:18
99,00:01:39,3.74,211.67,72,17.47,0.47,8.27,39.07,16.88,996.7,23.55,39.64,742.19,2021-12-01 15:22:19
100,00:01:40,3.74,211.67,72,17.47,0.47,8.27,39.07,16.88,996.7,23.55,39.64,808.59,2021-12-01 15:22:20
101,00:01:41,3.48,197.17,73,14.74,0.5,7.44,37.73,16.81,996.8,23.55,39.61,816.41,2021-12-01 15:22:21
102,00:01:42,3.48,197.17,73,14.74,0.5,7.44,37.73,16.81,996.8,23.55,39.61,806.64,2021-12-01 15:22:22
103,00:01:43,3.48,197.17,73,14.74,0.5,7.44,37.73,16.81,996.8,23.55,39.61,699.22,2021-12-01 15:22:23
104,00:01:44,3.48,197.17,73,14.74,0.5,7.44,37.73,16.81,996.8,23.55,39.61,734.38,2021-12-01 15:22:24
105,00:01:45,3.78,213.83,73,17.73,0.47,8.49,39.7,16.96,996.8,23.55,39.57,826.17,2021-12-01 15:22:25
106,00:01:46,3.78,213.83,73,17.73,0.47,8.49,39.7,16.96,996.8,23.55,39.57,773.44,2021-12-01 15:22:26
107,00:01:47,3.78,213.83,73,17.73,0.47,8.49,39.7,16.96,996.8,23.55,39.57,910.16,2021-12-01 15:22:27
108,00:01:48,3.09,174.83,74,19.09,0.32,6.28,35.92,15.88,996.7,23.55,39.56,925.78,2021-12-01 15:22:28
109,00:01:49,3.09,174.83,74,19.09,0.32,6.28,35.92,15.88,996.7,23.55,39.56,800.78,2021-12-01 15:22:29
110,00:01:50,3.32,187.67,75,23.27,0.3,7.0,37.3,15.85,996.6,23.56,39.53,774.9,2021-12-01 15:22:30
111,00:01:51,3.32,187.67,75,23.27,0.3,7.0,37.3,15.85,996.6,23.56,39.53,742.19,2021-12-01 15:22:31
112,00:01:52,3.32,187.67,76,23.27,0.3,7.0,37.3,15.85,996.6,23.56,39.53,671.88,2021-12-01 15:22:32
113,00:01:53,3.32,187.67,77,23.27,0.3,7.0,37.3,15.85,996.6,23.56,39.53,787.11,2021-12-01 15:22:33
114,00:01:54,4.18,236.5,77,18.0,0.55,9.95,42.07,17.32,996.7,23.56,39.55,878.91,2021-12-01 15:22:34
115,00:01:55,4.18,236.5,77,18.0,0.55,9.95,42.07,17.32,996.7,23.56,39.55,765.62,2021-12-01 15:22:35
116,00:01:56,4.24,239.83,78,20.52,0.49,10.26,42.78,17.29,996.6,23.55,39.53,800.78,2021-12-01 15:22:36
117,00:01:57,4.24,239.83,78,20.52,0.49,10.26,42.78,17.29,996.6,23.55,39.53,847.66,2021-12-01 15:22:37
118,00:01:58,4.24,239.83,77,20.52,0.49,10.26,42.78,17.29,996.6,23.55,39.53,779.3,2021-12-01 15:22:38
119,00:01:59,4.24,239.83,76,20.52,0.49,10.26,42.78,17.29,996.6,23.55,39.53,875.0,2021-12-01 15:22:39
120,00:02:00,3.78,214.0,76,18.28,0.5,9.22,43.08,17.33,996.7,23.56,39.49,871.09,2021-12-01 15:22:40
121,00:02:01,3.78,214.0,76,18.28,0.5,9.22,43.08,17.33,996.7,23.56,39.49,851.56,2021-12-01 15:22:41
122,00:02:02,3.78,214.0,76,18.28,0.5,9.22,43.08,17.33,996.7,23.56,39.49,755.86,2021-12-01 15:22:42
123,00:02:03,3.92,222.0,76,18.32,0.54,10.05,45.27,17.57,996.8,23.56,39.46,800.78,2021-12-01 15:22:43
124,00:02:04,3.92,222.0,76,18.32,0.54,10.05,45.27,17.57,996.8,23.56,39.46,804.69,2021-12-01 15:22:44
125,00:02:05,3.92,222.0,76,18.32,0.54,10.05,45.27,17.57,996.8,23.56,39.46,734.38,2021-12-01 15:22:45
126,00:02:06,3.74,211.5,76,21.47,0.41,8.85,41.84,16.98,996.7,23.55,39.42,832.03,2021-12-01 15:22:46
127,00:02:07,3.74,211.5,76,21.47,0.41,8.85,41.84,16.98,996.7,23.55,39.42,792.97,2021-12-01 15:22:47
128,00:02:08,3.74,211.5,76,21.47,0.41,8.85,41.84,16.98,996.7,23.55,39.42,789.06,2021-12-01 15:22:48
129,00:02:09,3.5,198.33,75,21.97,0.38,8.56,43.16,17.02,996.7,23.56,39.4,905.27,2021-12-01 15:22:49
130,00:02:10,3.5,198.33,75,21.97,0.38,8.56,43.16,17.02,996.7,23.56,39.4,905.27,2021-12-01 15:22:50
131,00:02:11,3.5,198.33,75,21.97,0.38,8.56,43.16,17.02,996.7,23.56,39.4,804.69,2021-12-01 15:22:51
132,00:02:12,3.39,191.67,75,19.74,0.43,8.63,45.03,17.33,996.8,23.56,39.36,867.19,2021-12-01 15:22:52
133,00:02:13,3.39,191.67,75,19.74,0.43,8.63,45.03,17.33,996.8,23.56,39.36,906.25,2021-12-01 15:22:53
134,00:02:14,3.39,191.67,75,19.74,0.43,8.63,45.03,17.33,996.8,23.56,39.36,779.3,2021-12-01 15:22:54
135,00:02:15,3.04,172.17,75,16.75,0.44,7.38,42.86,17.16,996.8,23.56,39.34,867.19,2021-12-01 15:22:55
136,00:02:16,3.04,172.17,74,16.75,0.44,7.38,42.86,17.16,996.8,23.56,39.34,847.66,2021-12-01 15:22:56
137,00:02:17,3.04,172.17,74,16.75,0.44,7.38,42.86,17.16,996.8,23.56,39.34,753.91,2021-12-01 15:22:57
138,00:02:18,3.0,170.0,74,20.51,0.33,6.9,40.59,16.52,996.7,23.56,39.31,855.47,2021-12-01 15:22:58
139,00:02:19,3.0,170.0,73,20.51,0.33,6.9,40.59,16.52,996.7,23.56,39.31,859.38,2021-12-01 15:22:59
140,00:02:20,3.0,169.83,72,19.62,0.36,7.18,42.28,16.84,996.8,23.56,39.32,785.16,2021-12-01 15:23:00
141,00:02:21,3.0,169.83,72,19.62,0.36,7.18,42.28,16.84,996.8,23.56,39.32,914.06,2021-12-01 15:23:01
142,00:02:22,3.0,169.83,72,19.62,0.36,7.18,42.28,16.84,996.8,23.56,39.32,906.25,2021-12-01 15:23:02
143,00:02:23,3.0,169.83,71,19.62,0.36,7.18,42.28,16.84,996.8,23.56,39.32,873.05,2021-12-01 15:23:03
144,00:02:24,2.41,136.5,71,21.07,0.28,6.07,44.47,16.56,996.8,23.56,39.31,933.59,2021-12-01 15:23:04
145,00:02:25,2.41,136.5,71,21.07,0.28,6.07,44.47,16.56,996.8,23.56,39.31,933.59,2021-12-01 15:23:05
146,00:02:26,3.14,177.83,70,20.59,0.4,8.42,47.35,17.43,996.8,23.56,39.3,852.54,2021-12-01 15:23:06
147,00:02:27,3.14,177.83,69,20.59,0.4,8.42,47.35,17.43,996.8,23.56,39.3,804.69,2021-12-01 15:23:07
148,00:02:28,3.14,177.83,69,20.59,0.4,8.42,47.35,17.43,996.8,23.56,39.3,804.69,2021-12-01 15:23:08
149,00:02:29,3.14,177.83,68,20.59,0.4,8.42,47.35,17.43,996.8,23.56,39.3,882.81,2021-12-01 15:23:09
150,00:02:30,3.15,178.5,68,21.39,0.35,7.59,42.52,16.81,996.7,23.57,39.29,847.66,2021-12-01 15:23:10
151,00:02:31,3.15,178.5,69,21.39,0.35,7.59,42.52,16.81,996.7,23.57,39.29,832.03,2021-12-01 15:23:11
152,00:02:32,3.15,178.5,69,21.39,0.35,7.59,42.52,16.81,996.7,23.57,39.29,898.44,2021-12-01 15:23:12
153,00:02:33,2.67,151.33,69,20.0,0.31,6.26,41.37,16.44,996.7,23.56,39.28,800.78,2021-12-01 15:23:13
154,00:02:34,2.67,151.33,69,20.0,0.31,6.26,41.37,16.44,996.7,23.56,39.28,777.34,2021-12-01 15:23:14
155,00:02:35,3.56,201.33,70,20.43,0.49,10.06,49.97,17.8,996.8,23.56,39.27,828.12,2021-12-01 15:23:15
156,00:02:36,3.56,201.33,70,20.43,0.49,10.06,49.97,17.8,996.8,23.56,39.27,798.83,2021-12-01 15:23:16
157,00:02:37,3.56,201.33,71,20.43,0.49,10.06,49.97,17.8,996.8,23.56,39.27,800.78,2021-12-01 15:23:17
158,00:02:38,3.56,201.33,71,20.43,0.49,10.06,49.97,17.8,996.8,23.56,39.27,832.03,2021-12-01 15:23:18
159,00:02:39,3.6,204.0,72,19.47,0.42,8.34,40.88,16.94,996.7,23.57,39.27,824.22,2021-12-01 15:23:19
160,00:02:40,3.6,204.0,73,19.47,0.42,8.34,40.88,16.94,996.7,23.57,39.27,773.44,2021-12-01 15:23:20
161,00:02:41,3.6,204.0,73,19.47,0.42,8.34,40.88,16.94,996.7,23.57,39.27,835.94,2021-12-01 15:23:21
162,00:02:42,3.43,194.17,73,20.06,0.4,8.15,41.97,16.97,996.7,23.57,39.26,792.97,2021-12-01 15:23:22
163,00:02:43,3.43,194.17,73,20.06,0.4,8.15,41.97,16.97,996.7,23.57,39.26,746.09,2021-12-01 15:23:23
164,00:02:44,3.61,204.33,74,23.45,0.39,9.21,45.07,17.2,996.7,23.56,39.24,784.67,2021-12-01 15:23:24
165,00:02:45,3.61,204.33,75,23.45,0.39,9.21,45.07,17.2,996.7,23.56,39.24,722.66,2021-12-01 15:23:25
166,00:02:46,3.61,204.33,75,23.45,0.39,9.21,45.07,17.2,996.7,23.56,39.24,769.53,2021-12-01 15:23:26
167,00:02:47,3.57,202.0,75,19.91,0.47,9.5,47.03,17.57,996.7,23.56,39.24,835.94,2021-12-01 15:23:27
168,00:02:48,3.57,202.0,76,19.91,0.47,9.5,47.03,17.57,996.7,23.56,39.24,824.22,2021-12-01 15:23:28
169,00:02:49,3.57,202.0,75,19.91,0.47,9.5,47.03,17.57,996.7,23.56,39.24,875.0,2021-12-01 15:23:29
170,00:02:50,3.42,193.33,75,20.72,0.39,8.1,41.9,16.91,996.8,23.56,39.2,867.19,2021-12-01 15:23:30
171,00:02:51,3.42,193.33,75,20.72,0.39,8.1,41.9,16.91,996.8,23.56,39.2,785.16,2021-12-01 15:23:31
172,00:02:52,3.45,195.0,74,20.87,0.4,8.37,42.92,17.04,996.7,23.57,39.19,835.94,2021-12-01 15:23:32
173,00:02:53,3.45,195.0,74,20.87,0.4,8.37,42.92,17.04,996.7,23.57,39.19,835.94,2021-12-01 15:23:33
174,00:02:54,3.45,195.0,73,20.87,0.4,8.37,42.92,17.04,996.7,23.57,39.19,789.06,2021-12-01 15:23:34
175,00:02:55,3.45,195.0,73,20.87,0.4,8.37,42.92,17.04,996.7,23.57,39.19,714.84,2021-12-01 15:23:35
176,00:02:56,3.39,191.83,73,20.74,0.43,9.06,47.23,17.5,996.7,23.57,39.16,785.16,2021-12-01 15:23:36
177,00:02:57,3.39,191.83,73,20.74,0.43,9.06,47.23,17.5,996.7,23.57,39.16,787.11,2021-12-01 15:23:37
178,00:02:58,3.39,191.83,74,20.74,0.43,9.06,47.23,17.5,996.7,23.57,39.16,761.72,2021-12-01 15:23:38
179,00:02:59,2.89,163.33,74,17.32,0.39,6.89,42.18,16.96,996.7,23.57,39.15,839.84,2021-12-01 15:23:39
180,00:03:00,2.89,163.33,74,17.32,0.39,6.89,42.18,16.96,996.7,23.57,39.15,886.72,2021-12-01 15:23:40
181,00:03:01,2.89,163.33,74,17.32,0.39,6.89,42.18,16.96,996.7,23.57,39.15,798.83,2021-12-01 15:23:41
182,00:03:02,2.89,163.33,74,17.32,0.39,6.89,42.18,16.96,996.7,23.57,39.15,831.05,2021-12-01 15:23:42
183,00:03:03,2.89,163.5,73,18.75,0.36,6.76,41.35,16.72,996.7,23.57,39.12,835.94,2021-12-01 15:23:43
184,00:03:04,2.89,163.5,73,18.75,0.36,6.76,41.35,16.72,996.7,23.57,39.12,777.34,2021-12-01 15:23:44
185,00:03:05,3.41,193.17,73,22.66,0.38,8.75,45.3,17.19,996.7,23.57,39.12,763.67,2021-12-01 15:23:45
186,00:03:06,3.41,193.17,73,22.66,0.38,8.75,45.3,17.19,996.7,23.57,39.12,824.22,2021-12-01 15:23:46
187,00:03:07,3.41,193.17,73,22.66,0.38,8.75,45.3,17.19,996.7,23.57,39.12,750.0,2021-12-01 15:23:47
188,00:03:08,3.43,194.33,73,23.74,0.35,8.39,43.17,16.87,996.7,23.57,39.11,832.03,2021-12-01 15:23:48
189,00:03:09,3.43,194.33,73,23.74,0.35,8.39,43.17,16.87,996.7,23.57,39.11,789.06,2021-12-01 15:23:49
190,00:03:10,3.43,194.33,73,23.74,0.35,8.39,43.17,16.87,996.7,23.57,39.11,804.69,2021-12-01 15:23:50
191,00:03:11,3.22,182.5,73,23.91,0.31,7.63,41.81,16.53,996.7,23.57,39.08,816.41,2021-12-01 15:23:51
192,00:03:12,3.22,182.5,74,23.91,0.31,7.63,41.81,16.53,996.7,23.57,39.08,751.95,2021-12-01 15:23:52
193,00:03:13,3.65,206.33,74,22.02,0.42,9.42,45.66,17.35,996.7,23.57,39.09,816.41,2021-12-01 15:23:53
194,00:03:14,3.65,206.33,74,22.02,0.42,9.42,45.66,17.35,996.7,23.57,39.09,746.09,2021-12-01 15:23:54
195,00:03:15,3.65,206.33,74,22.02,0.42,9.42,45.66,17.35,996.7,23.57,39.09,691.41,2021-12-01 15:23:55
196,00:03:16,3.7,209.17,75,21.57,0.41,8.99,42.98,17.1,996.8,23.57,39.07,761.72,2021-12-01 15:23:56
197,00:03:17,3.7,209.17,77,21.57,0.41,8.99,42.98,17.1,996.8,23.57,39.07,738.28,2021-12-01 15:23:57
198,00:03:18,3.7,209.17,77,21.57,0.41,8.99,42.98,17.1,996.8,23.57,39.07,718.75,2021-12-01 15:23:58
199,00:03:19,3.53,200.0,77,21.96,0.39,8.62,43.1,17.03,996.8,23.57,39.05,718.75,2021-12-01 15:23:59
200,00:03:20,3.53,200.0,78,21.96,0.39,8.62,43.1,17.03,996.8,23.57,39.05,803.06,2021-12-01 15:24:00
201,00:03:21,3.53,200.0,79,21.96,0.39,8.62,43.1,17.03,996.8,23.57,39.05,750.0,2021-12-01 15:24:01
202,00:03:22,3.53,200.0,79,21.96,0.39,8.62,43.1,17.03,996.8,23.57,39.05,792.97,2021-12-01 15:24:02
203,00:03:23,3.27,184.83,79,13.77,0.55,7.64,41.34,17.26,996.8,23.58,39.02,841.8,2021-12-01 15:24:03
204,00:03:24,3.27,184.83,78,13.77,0.55,7.64,41.34,17.26,996.8,23.58,39.02,777.34,2021-12-01 15:24:04
205,00:03:25,3.27,184.83,78,13.77,0.55,7.64,41.34,17.26,996.8,23.58,39.02,714.84,2021-12-01 15:24:05
