Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
0.62,00:00:00,108,381.84
0.62,00:00:00,,273.44
0.62,00:00:00,,367.19
1.68,00:00:01,108,488.28
1.68,00:00:01,,441.41
2.6,00:00:02,110,351.56
2.6,00:00:02,,351.56
2.6,00:00:02,,347.66
3.64,00:00:03,109,500.00
3.64,00:00:03,,550.78
4.65,00:00:04,109,
5.57,00:00:05,109,1359.38
5.57,00:00:05,,355.47
5.57,00:00:05,,351.56
6.6,00:00:06,109,480.47
6.6,00:00:06,,312.50
7.64,00:00:07,109,332.03
7.64,00:00:07,,832.03
8.56,00:00:08,109,585.94
8.56,00:00:08,,273.44
9.58,00:00:09,110,246.09
9.58,00:00:09,,316.41
9.58,00:00:09,,367.19
10.5,00:00:10,110,1222.66
11.56,00:00:11,110,550.78
11.56,00:00:11,,226.56
11.56,00:00:11,,269.53
12.58,00:00:12,110,480.47
13.5,00:00:13,110,542.97
13.5,00:00:13,,250.00
13.5,00:00:13,,265.62
14.53,00:00:14,111,1132.81
14.53,00:00:14,,281.25
15.57,00:00:15,110,468.75
15.57,00:00:15,,234.38
16.49,00:00:16,110,761.72
16.49,00:00:16,,527.34
17.51,00:00:17,110,750.00
18.53,00:00:18,110,346.68
18.53,00:00:18,,285.16
18.53,00:00:18,,503.91
19.47,00:00:19,110,292.97
19.47,00:00:19,,265.62
19.47,00:00:19,,542.97
20.49,00:00:20,111,492.19
20.49,00:00:20,,457.03
21.42,00:00:21,111,394.53
21.42,00:00:21,,285.16
21.42,00:00:21,,261.72
23.48,00:00:23,111,519.53
23.48,00:00:23,,566.41
24.4,00:00:24,111,878.91
25.45,00:00:25,112,554.69
25.45,00:00:25,,265.62
26.39,00:00:26,112,417.97
26.39,00:00:26,,460.94
27.41,00:00:27,112,621.09
27.41,00:00:27,,648.44
29.42,00:00:29,112,843.75
30.36,00:00:30,112,453.12
30.36,00:00:30,,230.47
30.36,00:00:30,,457.03
30.36,00:00:30,,257.81
31.39,00:00:31,112,691.41
31.39,00:00:31,,316.41
32.31,00:00:32,112,406.25
32.31,00:00:32,112,238.28
33.36,00:00:33,113,1546.88
33.36,00:00:33,,242.19
34.28,00:00:34,113,734.38
34.28,00:00:34,,503.91
34.28,00:00:34,,292.97
35.3,00:00:35,114,441.41
36.33,00:00:36,114,738.28
36.33,00:00:36,,226.56
37.35,00:00:37,114,952.15
38.29,00:00:38,114,1066.41
38.29,00:00:38,,546.88
39.31,00:00:39,114,625.00
41.29,00:00:41,114,1015.62
41.29,00:00:41,114,253.91
41.29,00:00:41,,406.25
41.29,00:00:41,,378.91
42.21,00:00:42,114,996.09
43.25,00:00:43,114,562.50
43.25,00:00:43,,257.81
44.27,00:00:44,115,589.84
44.27,00:00:44,,417.97
44.27,00:00:44,,441.41
45.2,00:00:45,115,582.03
45.2,00:00:45,,300.78
46.22,00:00:46,116,718.75
46.22,00:00:46,,250.00
47.16,00:00:47,116,398.44
47.16,00:00:47,,550.78
48.19,00:00:48,116,1000.00
49.21,00:00:49,117,980.47
50.29,00:00:50,117,500.00
50.29,00:00:50,,253.91
50.29,00:00:50,,378.91
51.14,00:00:51,117,304.69
52.16,00:00:52,117,1054.69
52.16,00:00:52,,281.25
52.16,00:00:52,,437.50
53.19,00:00:53,118,253.91
53.19,00:00:53,,527.34
54.1,00:00:54,117,582.03
54.1,00:00:54,,499.02
55.13,00:00:55,117,312.50
55.13,00:00:55,,574.22
55.13,00:00:55,,312.50
56.15,00:00:56,118,648.44
57.07,00:00:57,118,753.91
57.07,00:00:57,,289.06
57.07,00:00:57,,316.41
58.09,00:00:58,118,367.19
58.09,00:00:58,,609.38
59.12,00:00:59,117,625.00
60.04,00:01:00,117,484.38
60.04,00:01:00,,261.72
61.07,00:01:01,117,
61.99,00:01:01,117,2472.66
63.01,00:01:03,117,289.06
63.01,00:01:03,,808.59
64.03,00:01:04,116,296.88
64.03,00:01:04,,457.03
64.95,00:01:04,116,398.44
64.95,00:01:04,,781.25
65.99,00:01:05,116,753.91
65.99,00:01:05,,449.22
67.02,00:01:07,115,523.44
67.95,00:01:07,115,656.25
67.95,00:01:07,,421.88
67.95,00:01:07,,410.16
69.02,00:01:09,115,585.94
69.95,00:01:09,115,667.97
69.95,00:01:09,,394.53
70.97,00:01:10,113,707.03
70.97,00:01:10,,535.16
72,00:01:12,113,296.88
72.92,00:01:12,113,1120.12
72.92,00:01:12,,648.44
73.96,00:01:13,112,332.03
73.96,00:01:13,,289.06
75.92,00:01:15,112,953.12
75.92,00:01:15,111,582.03
75.92,00:01:15,,402.34
75.92,00:01:15,,242.19
76.84,00:01:16,111,277.34
76.84,00:01:16,,347.66
77.87,00:01:17,111,996.09
77.87,00:01:17,,343.75
78.89,00:01:18,111,492.19
79.9,00:01:19,111,796.88
79.9,00:01:19,,390.62
80.83,00:01:20,110,882.81
80.83,00:01:20,,281.25
80.83,00:01:20,,230.47
81.86,00:01:21,111,394.53
81.86,00:01:21,,234.38
82.81,00:01:22,111,
83.83,00:01:23,110,1824.22
83.83,00:01:23,,671.88
84.75,00:01:24,110,625.00
85.78,00:01:25,110,667.97
85.78,00:01:25,,496.09
85.78,00:01:25,,265.62
86.8,00:01:26,110,835.94
88.78,00:01:28,111,714.84
88.78,00:01:28,111,312.50
88.78,00:01:28,,1113.28
89.82,00:01:29,111,706.05
90.73,00:01:30,111,753.91
90.73,00:01:30,,375.00
91.75,00:01:31,111,1054.69
92.77,00:01:32,111,417.97
92.77,00:01:32,,253.91
92.77,00:01:32,,253.91
93.68,00:01:33,111,621.09
94.73,00:01:34,111,1226.56
95.75,00:01:35,112,421.88
95.75,00:01:35,,761.72
96.66,00:01:36,112,476.56
96.66,00:01:36,,429.69
97.7,00:01:37,113,738.28
97.7,00:01:37,,253.91
98.63,00:01:38,113,589.84
98.63,00:01:38,,390.62
99.65,00:01:39,113,449.22
99.65,00:01:39,,300.78
100.74,00:01:40,114,664.06
100.74,00:01:40,,453.12
101.66,00:01:41,114,898.44
101.66,00:01:41,,242.19
102.68,00:01:42,115,367.19
102.68,00:01:42,,355.47
102.68,00:01:42,,371.09
103.61,00:01:43,115,375.00
103.61,00:01:43,,253.91
105.66,00:01:45,116,687.50
105.66,00:01:45,116,289.06
105.66,00:01:45,,410.16
105.66,00:01:45,,308.59
105.66,00:01:45,,394.53
106.61,00:01:46,117,597.66
106.61,00:01:46,,421.88
107.63,00:01:47,116,531.25
107.63,00:01:47,,920.90
108.55,00:01:48,116,292.97
109.57,00:01:49,115,753.91
109.57,00:01:49,,292.97
109.57,00:01:49,,429.69
109.57,00:01:49,,226.56
110.52,00:01:50,115,382.81
111.55,00:01:51,116,996.09
111.55,00:01:51,,281.25
111.55,00:01:51,,269.53
113.51,00:01:53,116,238.28
113.51,00:01:53,116,1035.16
113.51,00:01:53,,324.22
115.45,00:01:55,117,507.81
115.45,00:01:55,117,730.47
115.45,00:01:55,,683.59
115.45,00:01:55,,250.00
116.48,00:01:56,117,445.31
116.48,00:01:56,,226.56
116.48,00:01:56,,484.38
117.49,00:01:57,118,230.47
117.49,00:01:57,,328.12
117.49,00:01:57,,472.66
118.52,00:01:58,118,253.91
118.52,00:01:58,,453.12
119.44,00:01:59,119,800.78
119.44,00:01:59,,304.69
120.46,00:02:00,119,402.34
120.46,00:02:00,,492.19
120.46,00:02:00,,257.81
122.49,00:02:02,119,328.12
123.4,00:02:03,119,906.25
124.44,00:02:04,119,1097.66
124.44,00:02:04,,648.44
125.38,00:02:05,118,234.38
125.38,00:02:05,,375.00
125.38,00:02:05,,437.50
126.42,00:02:06,118,401.37
126.42,00:02:06,,441.41
127.44,00:02:07,118,667.97
127.44,00:02:07,,359.38
128.36,00:02:08,116,582.03
128.36,00:02:08,,523.44
129.39,00:02:09,117,253.91
129.39,00:02:09,,253.91
130.32,00:02:10,117,742.19
130.32,00:02:10,,308.59
130.32,00:02:10,,605.47
131.35,00:02:11,117,382.81
131.35,00:02:11,,265.62
132.37,00:02:12,117,593.75
132.37,00:02:12,,582.03
133.29,00:02:13,116,269.53
133.29,00:02:13,,722.66
134.32,00:02:14,116,472.66
134.32,00:02:14,,281.25
135.34,00:02:15,116,1289.06
136.26,00:02:16,116,746.09
137.29,00:02:17,115,480.47
137.29,00:02:17,,437.50
138.32,00:02:18,115,832.03
138.32,00:02:18,,230.47
138.32,00:02:18,,265.62
139.25,00:02:19,114,277.34
139.25,00:02:19,,730.47
140.27,00:02:20,114,453.12
140.27,00:02:20,,343.75
141.3,00:02:21,113,441.41
141.3,00:02:21,,378.91
141.3,00:02:21,,378.91
142.22,00:02:22,113,308.59
142.22,00:02:22,,808.59
143.24,00:02:23,112,554.69
144.17,00:02:24,112,815.43
144.17,00:02:24,,468.75
146.21,00:02:26,112,464.84
146.21,00:02:26,112,515.62
146.21,00:02:26,,1011.72
147.24,00:02:27,114,519.53
147.24,00:02:27,,398.44
148.16,00:02:28,114,1113.28
149.16,00:02:29,115,945.31
150.18,00:02:30,115,238.28
150.18,00:02:30,,515.62
151.11,00:02:31,116,687.50
151.11,00:02:31,,433.59
151.11,00:02:31,,230.47
152.13,00:02:32,116,363.28
152.13,00:02:32,,335.94
153.18,00:02:33,116,792.97
153.18,00:02:33,,480.47
154.09,00:02:34,116,1062.50
155.13,00:02:35,116,347.66
156.08,00:02:36,116,1265.62
156.08,00:02:36,,398.44
157.1,00:02:37,115,464.84
157.1,00:02:37,,296.88
158.02,00:02:38,115,703.12
158.02,00:02:38,,441.41
159.04,00:02:39,114,589.84
159.04,00:02:39,,296.88
160.06,00:02:40,114,574.22
160.06,00:02:40,,601.56
161.01,00:02:41,113,363.28
161.01,00:02:41,,464.84
162.04,00:02:42,114,495.12
162.04,00:02:42,,324.22
163.07,00:02:43,115,847.66
164.02,00:02:44,115,847.66
164.02,00:02:44,,265.62
165.04,00:02:45,114,558.59
165.04,00:02:45,,363.28
165.04,00:02:45,,441.41
165.97,00:02:45,113,414.06
165.97,00:02:45,,339.84
165.97,00:02:45,,296.88
167.06,00:02:47,112,375.00
167.06,00:02:47,,296.88
168,00:02:48,114,503.91
168,00:02:48,,914.06
168.93,00:02:48,114,578.12
168.93,00:02:48,,308.59
169.98,00:02:49,114,402.34
170.92,00:02:50,115,820.31
170.92,00:02:50,,460.94
170.92,00:02:50,,261.72
171.97,00:02:51,115,484.38
171.97,00:02:51,,550.78
172.89,00:02:52,114,273.44
172.89,00:02:52,,292.97
172.89,00:02:52,,406.25
