Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],HR[bpm],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH],RR[ms],Time
1,00:00:01,0.0,0.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.06,2021-11-29 10:37:55
2,00:00:02,0.0,0.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.2,2021-11-29 10:37:56
3,00:00:03,0.0,0.0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.44,2021-11-29 10:37:57
4,00:00:04,0.0,0.0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.44,2021-11-29 10:37:58
5,00:00:05,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.44,2021-11-29 10:37:59
6,00:00:06,0.0,0.0,91,12.54,0.32,4.11,0.0,0.0,1014.1,23.86,33.71,679.69,2021-11-29 10:38:00
7,00:00:07,0.0,0.0,91,12.54,0.32,4.11,0.0,0.0,1014.1,23.86,33.71,710.94,2021-11-29 10:38:01
8,00:00:08,0.0,0.0,90,12.54,0.32,4.11,0.0,0.0,1014.1,23.86,33.71,689.45,2021-11-29 10:38:02
9,00:00:09,0.0,0.0,90,12.54,0.32,4.11,0.0,0.0,1014.1,23.86,33.71,699.22,2021-11-29 10:38:03
10,00:00:10,0.0,0.0,88,12.54,0.32,4.11,0.0,0.0,1014.1,23.86,33.71,698.73,2021-11-29 10:38:04
11,00:00:11,0.0,0.0,87,12.54,0.32,4.11,0.0,0.0,1014.1,23.86,33.71,703.12,2021-11-29 10:38:05
12,00:00:12,0.0,0.0,87,12.54,0.32,4.11,0.0,0.0,1014.1,23.86,33.71,675.78,2021-11-29 10:38:06
13,00:00:13,1.47,147.0,86,17.97,0.41,7.49,50.95,17.76,1014.1,23.86,33.86,703.12,2021-11-29 10:38:07
14,00:00:14,1.47,147.0,86,17.97,0.41,7.49,50.95,17.76,1014.1,23.86,33.86,710.94,2021-11-29 10:38:08
15,00:00:15,1.47,147.0,86,17.97,0.41,7.49,50.95,17.76,1014.1,23.86,33.86,722.66,2021-11-29 10:38:09
16,00:00:16,1.47,147.0,84,17.97,0.41,7.49,50.95,17.76,1014.1,23.86,33.86,730.47,2021-11-29 10:38:10
17,00:00:17,0.88,87.83,84,11.8,0.3,3.65,41.56,16.52,1014.1,23.86,34.0,710.94,2021-11-29 10:38:11
18,00:00:18,0.88,87.83,84,11.8,0.3,3.65,41.56,16.52,1014.1,23.86,34.0,691.41,2021-11-29 10:38:12
19,00:00:19,0.88,87.83,84,11.8,0.3,3.65,41.56,16.52,1014.1,23.86,34.0,673.83,2021-11-29 10:38:13
20,00:00:20,0.88,87.83,84,11.8,0.3,3.65,41.56,16.52,1014.1,23.86,34.0,683.59,2021-11-29 10:38:14
21,00:00:21,1.71,170.83,85,15.57,0.4,6.36,37.23,16.56,1014.1,23.86,34.15,691.41,2021-11-29 10:38:15
22,00:00:22,1.71,170.83,86,15.57,0.4,6.36,37.23,16.56,1014.1,23.86,34.15,707.03,2021-11-29 10:38:16
23,00:00:23,1.71,170.83,87,15.57,0.4,6.36,37.23,16.56,1014.1,23.86,34.15,681.64,2021-11-29 10:38:17
24,00:00:24,1.71,170.83,87,15.57,0.4,6.36,37.23,16.56,1014.1,23.86,34.15,667.97,2021-11-29 10:38:18
25,00:00:25,1.71,170.83,87,15.57,0.4,6.36,37.23,16.56,1014.1,23.86,34.15,705.08,2021-11-29 10:38:19
26,00:00:26,1.94,193.17,87,15.99,0.43,6.94,35.93,16.49,1014.1,23.86,34.26,710.94,2021-11-29 10:38:20
27,00:00:27,1.94,193.17,86,15.99,0.43,6.94,35.93,16.49,1014.1,23.86,34.26,714.84,2021-11-29 10:38:21
28,00:00:28,1.94,193.17,86,15.99,0.43,6.94,35.93,16.49,1014.1,23.86,34.26,733.89,2021-11-29 10:38:22
29,00:00:29,1.94,193.17,85,15.99,0.43,6.94,35.93,16.49,1014.1,23.86,34.26,753.91,2021-11-29 10:38:23
30,00:00:30,1.07,106.33,84,11.42,0.32,3.67,34.52,15.73,1014.1,23.85,34.44,761.72,2021-11-29 10:38:24
31,00:00:31,1.07,106.33,83,11.42,0.32,3.67,34.52,15.73,1014.1,23.85,34.44,744.14,2021-11-29 10:38:25
32,00:00:32,1.07,106.33,83,11.42,0.32,3.67,34.52,15.73,1014.1,23.85,34.44,734.38,2021-11-29 10:38:26
33,00:00:33,1.07,106.33,82,11.42,0.32,3.67,34.52,15.73,1014.1,23.85,34.44,726.56,2021-11-29 10:38:27
34,00:00:34,1.07,106.33,81,11.42,0.32,3.67,34.52,15.73,1014.1,23.85,34.44,734.38,2021-11-29 10:38:28
35,00:00:35,1.71,170.5,81,14.53,0.39,5.79,33.96,16.09,1014.1,23.85,34.56,738.28,2021-11-29 10:38:29
36,00:00:36,1.71,170.5,81,14.53,0.39,5.79,33.96,16.09,1014.1,23.85,34.56,742.19,2021-11-29 10:38:30
37,00:00:37,1.71,170.5,81,14.53,0.39,5.79,33.96,16.09,1014.1,23.85,34.56,742.19,2021-11-29 10:38:31
38,00:00:38,1.71,170.5,81,14.53,0.39,5.79,33.96,16.09,1014.1,23.85,34.56,750.0,2021-11-29 10:38:32
39,00:00:39,1.49,148.5,81,15.28,0.33,5.11,34.41,15.8,1014.1,23.85,34.66,769.53,2021-11-29 10:38:33
40,00:00:40,1.49,148.5,81,15.28,0.33,5.11,34.41,15.8,1014.1,23.85,34.66,777.34,2021-11-29 10:38:34
41,00:00:41,1.49,148.5,80,15.28,0.33,5.11,34.41,15.8,1014.1,23.85,34.66,773.44,2021-11-29 10:38:35
42,00:00:42,1.49,148.5,79,15.28,0.33,5.11,34.41,15.8,1014.1,23.85,34.66,777.34,2021-11-29 10:38:36
43,00:00:43,1.69,168.67,79,15.68,0.36,5.67,33.62,15.86,1014.1,23.85,34.74,765.62,2021-11-29 10:38:37
44,00:00:44,1.69,168.67,78,15.68,0.36,5.67,33.62,15.86,1014.1,23.85,34.74,750.0,2021-11-29 10:38:38
45,00:00:45,1.69,168.67,78,15.68,0.36,5.67,33.62,15.86,1014.1,23.85,34.74,730.47,2021-11-29 10:38:39
46,00:00:46,1.69,168.67,79,15.68,0.36,5.67,33.62,15.86,1014.1,23.85,34.74,726.56,2021-11-29 10:38:40
47,00:00:47,1.46,145.33,79,13.79,0.34,4.71,32.41,15.54,1014.1,23.85,34.85,751.46,2021-11-29 10:38:41
48,00:00:48,1.46,145.33,80,13.79,0.34,4.71,32.41,15.54,1014.1,23.85,34.85,765.62,2021-11-29 10:38:42
49,00:00:49,1.46,145.33,80,13.79,0.34,4.71,32.41,15.54,1014.1,23.85,34.85,765.62,2021-11-29 10:38:43
50,00:00:50,1.46,145.33,80,13.79,0.34,4.71,32.41,15.54,1014.1,23.85,34.85,770.83,2021-11-29 10:38:44
51,00:00:51,1.18,117.83,79,16.53,0.26,4.36,37.0,15.49,1014.1,23.85,34.91,800.78,2021-11-29 10:38:45
52,00:00:52,1.18,117.83,79,16.53,0.26,4.36,37.0,15.49,1014.1,23.85,34.91,742.19,2021-11-29 10:38:46
53,00:00:53,1.18,117.83,79,16.53,0.26,4.36,37.0,15.49,1014.1,23.85,34.91,755.21,2021-11-29 10:38:47
54,00:00:54,1.18,117.83,79,16.53,0.26,4.36,37.0,15.49,1014.1,23.85,34.91,753.91,2021-11-29 10:38:48
55,00:00:55,1.18,117.83,79,16.53,0.26,4.36,37.0,15.49,1014.1,23.85,34.91,723.96,2021-11-29 10:38:49
56,00:00:56,1.18,117.83,80,16.53,0.26,4.36,37.0,15.49,1014.1,23.85,34.91,679.69,2021-11-29 10:38:50
57,00:00:57,1.18,117.83,81,16.53,0.26,4.36,37.0,15.49,1014.1,23.85,34.91,673.83,2021-11-29 10:38:51
58,00:00:58,1.18,117.83,82,16.53,0.26,4.36,37.0,15.49,1014.1,23.85,34.91,710.94,2021-11-29 10:38:52
59,00:00:59,1.21,121.0,83,13.75,0.3,4.15,34.3,15.52,1014.1,23.84,35.08,722.66,2021-11-29 10:38:53
60,00:01:00,0.0,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.23,2021-11-29 10:38:54
61,00:01:01,0.0,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.91,2021-11-29 10:38:55
62,00:01:02,0.0,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.44,2021-11-29 10:38:56
63,00:01:03,0.0,0.0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.18,2021-11-29 10:38:57
64,00:01:04,0.0,0.0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.81,2021-11-29 10:38:58
65,00:01:05,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.81,2021-11-29 10:38:59
66,00:01:06,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.72,2021-11-29 10:39:00
67,00:01:07,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.44,2021-11-29 10:39:01
68,00:01:08,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.28,2021-11-29 10:39:02
