Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
0.41,00:00:00,88,664.06
1.31,00:00:01,88,652.34
1.31,00:00:01,,664.06
2.34,00:00:02,89,648.44
4.27,00:00:04,90,632.81
4.27,00:00:04,90,656.25
4.27,00:00:04,,656.25
5.3,00:00:05,91,671.88
5.3,00:00:05,,687.50
6.21,00:00:06,91,710.94
7.23,00:00:07,90,679.69
7.23,00:00:07,,699.22
8.15,00:00:08,90,699.22
9.16,00:00:09,88,703.12
9.16,00:00:09,,694.34
10.18,00:00:10,87,703.12
11.03,00:00:11,87,660.16
11.03,00:00:11,,691.41
12.07,00:00:12,86,703.12
13.03,00:00:13,86,710.94
14.05,00:00:14,86,718.75
14.05,00:00:14,,726.56
14.97,00:00:14,85,722.66
15.99,00:00:15,84,726.56
15.99,00:00:15,,734.38
16.91,00:00:16,84,710.94
17.93,00:00:17,84,691.41
18.86,00:00:18,84,675.78
18.86,00:00:18,,671.88
19.88,00:00:19,84,683.59
20.8,00:00:20,85,707.03
20.8,00:00:20,,675.78
21.78,00:00:21,86,707.03
22.81,00:00:22,87,664.06
22.81,00:00:22,,699.22
23.73,00:00:23,87,667.97
24.76,00:00:24,87,695.31
24.76,00:00:24,,714.84
25.7,00:00:25,87,710.94
26.74,00:00:26,86,714.84
27.67,00:00:27,86,725.59
27.67,00:00:27,,742.19
28.69,00:00:28,85,753.91
29.61,00:00:29,84,761.72
30.63,00:00:30,83,753.91
30.63,00:00:30,,734.38
32.58,00:00:32,82,730.47
32.58,00:00:32,82,722.66
33.51,00:00:33,81,730.47
33.51,00:00:33,,738.28
35.49,00:00:35,81,742.19
36.41,00:00:36,81,742.19
37.43,00:00:37,81,742.19
37.43,00:00:37,,757.81
38.35,00:00:38,81,769.53
39.37,00:00:39,81,777.34
40.31,00:00:40,80,773.44
40.31,00:00:40,,773.44
41.34,00:00:41,79,777.34
42.26,00:00:42,79,765.62
43.28,00:00:43,78,757.81
43.28,00:00:43,,742.19
44.22,00:00:44,78,730.47
45.24,00:00:45,79,726.56
46.16,00:00:46,79,737.30
46.16,00:00:46,,765.62
47.18,00:00:47,80,765.62
49.13,00:00:49,80,761.72
49.13,00:00:49,80,769.53
49.13,00:00:49,,781.25
50.05,00:00:50,79,800.78
51.05,00:00:51,79,742.19
52.08,00:00:52,79,761.72
52.08,00:00:52,,750.00
53,00:00:53,79,753.91
54.02,00:00:54,79,734.38
54.94,00:00:54,79,714.84
54.94,00:00:54,,722.66
55.97,00:00:55,80,679.69
56.89,00:00:56,81,660.16
56.89,00:00:56,,687.50
57.92,00:00:57,82,710.94
58.83,00:00:58,83,722.66
59.85,00:00:59,83,734.38
59.85,00:00:59,,746.09
60.86,00:01:00,83,753.91
61.79,00:01:01,83,773.44
62.81,00:01:02,82,765.62
62.81,00:01:02,,760.74
63.73,00:01:03,81,757.81
64.77,00:01:04,80,757.81
65.7,00:01:05,79,761.72
65.7,00:01:05,,761.72
66.63,00:01:06,79,773.44
67.65,00:01:07,79,738.28
68.65,00:01:08,79,746.09
68.65,00:01:08,,757.81
69.57,00:01:09,79,769.53
70.59,00:01:10,79,773.44
71.54,00:01:11,79,769.53
72.48,00:01:12,79,769.53
72.48,00:01:12,,777.34
74.46,00:01:14,78,769.53
75.42,00:01:15,78,773.44
76.47,00:01:16,78,761.72
76.47,00:01:16,,769.53
77.43,00:01:17,78,769.53
78.35,00:01:18,78,781.25
79.31,00:01:19,78,789.06
80.37,00:01:20,77,800.78
80.37,00:01:20,,785.16
81.33,00:01:21,77,780.27
83.26,00:01:23,77,777.34
83.26,00:01:23,77,769.53
83.26,00:01:23,,765.62
84.22,00:01:24,77,753.91
85.2,00:01:25,77,753.91
86.22,00:01:26,78,761.72
86.22,00:01:26,,761.72
87.16,00:01:27,78,781.25
88.07,00:01:28,78,773.44
89.11,00:01:29,78,781.25
90.03,00:01:30,78,781.25
90.03,00:01:30,,789.06
91.05,00:01:31,78,781.25
91.98,00:01:31,77,765.62
93,00:01:33,77,746.09
93,00:01:33,,722.66
94.02,00:01:34,78,703.12
95.04,00:01:35,78,691.41
95.04,00:01:35,,703.12
95.96,00:01:35,79,730.47
96.89,00:01:36,80,746.09
97.92,00:01:37,81,746.09
97.92,00:01:37,,753.91
98.84,00:01:38,81,752.93
99.86,00:01:39,81,753.91
100.78,00:01:40,80,757.81
100.78,00:01:40,,757.81
101.8,00:01:41,80,750.00
102.72,00:01:42,80,742.19
103.75,00:01:43,80,746.09
103.75,00:01:43,,734.38
104.7,00:01:44,80,734.38
105.62,00:01:45,80,722.66
106.65,00:01:46,81,750.00
106.65,00:01:46,,781.25
107.58,00:01:47,81,804.69
108.6,00:01:48,81,800.78
109.62,00:01:49,80,808.59
110.54,00:01:50,79,800.78
110.54,00:01:50,,789.06
111.55,00:01:51,78,757.81
113.5,00:01:53,77,734.38
114.43,00:01:54,77,714.84
114.43,00:01:54,,722.66
115.45,00:01:55,77,730.47
116.36,00:01:56,78,722.66
117.39,00:01:57,81,699.22
117.39,00:01:57,,709.96
118.31,00:01:58,82,675.78
119.33,00:01:59,83,710.94
119.33,00:01:59,,726.56
120.3,00:02:00,83,738.28
121.27,00:02:01,83,730.47
122.28,00:02:02,83,718.75
122.28,00:02:02,,730.47
123.2,00:02:03,83,742.19
124.22,00:02:04,83,769.53
125.14,00:02:05,82,761.72
125.14,00:02:05,,753.91
127.09,00:02:07,81,742.19
127.09,00:02:07,81,746.09
128.11,00:02:08,80,757.81
128.11,00:02:08,,781.25
129.04,00:02:09,80,738.28
130.07,00:02:10,80,746.09
130.99,00:02:10,80,757.81
130.99,00:02:10,,789.06
132.01,00:02:12,79,800.78
132.93,00:02:12,79,804.69
133.95,00:02:13,79,796.88
134.87,00:02:14,77,804.69
134.87,00:02:14,,811.52
135.9,00:02:15,76,816.41
136.87,00:02:16,75,804.69
137.8,00:02:17,75,773.44
137.8,00:02:17,,574.22
138.82,00:02:18,75,937.50
139.75,00:02:19,75,742.19
140.77,00:02:20,75,730.47
140.77,00:02:20,,714.84
141.72,00:02:21,76,714.84
142.74,00:02:22,77,722.66
143.67,00:02:23,80,769.53
143.67,00:02:23,,824.22
144.72,00:02:24,80,855.47
145.64,00:02:25,81,843.75
147.58,00:02:27,82,835.94
147.58,00:02:27,82,847.66
148.6,00:02:28,81,855.47
149.52,00:02:29,75,835.94
149.52,00:02:29,,808.59
150.55,00:02:30,74,796.88
152.5,00:02:32,73,792.97
153.42,00:02:33,73,784.18
154.45,00:02:34,74,769.53
154.45,00:02:34,,757.81
155.37,00:02:35,75,750.00
156.4,00:02:36,76,742.19
