Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
0.84,00:00:00,82,750.00
1.84,00:00:01,82,757.81
2.82,00:00:02,81,761.72
2.82,00:00:02,,722.66
3.85,00:00:03,81,722.66
4.79,00:00:04,81,718.75
5.82,00:00:05,81,746.09
5.82,00:00:05,,753.91
6.76,00:00:06,81,742.19
7.81,00:00:07,82,722.66
7.81,00:00:07,,718.75
8.94,00:00:08,82,722.66
9.77,00:00:09,82,742.19
10.71,00:00:10,81,753.91
10.71,00:00:10,,753.91
12.69,00:00:12,82,722.66
12.69,00:00:12,82,714.84
13.77,00:00:13,82,703.12
13.77,00:00:13,,710.94
14.71,00:00:14,82,718.75
15.74,00:00:15,83,707.03
15.74,00:00:15,,699.22
16.66,00:00:16,84,707.03
17.69,00:00:17,84,710.94
18.63,00:00:18,84,725.59
18.63,00:00:18,,710.94
19.67,00:00:19,84,699.22
20.7,00:00:20,85,691.41
20.7,00:00:20,,683.59
21.64,00:00:21,85,691.41
22.68,00:00:22,85,699.22
22.68,00:00:22,,722.66
23.61,00:00:23,85,710.94
24.64,00:00:24,86,707.03
25.55,00:00:25,85,714.84
25.55,00:00:25,,722.66
26.59,00:00:26,85,722.66
28.58,00:00:28,84,714.84
28.58,00:00:28,,707.03
29.61,00:00:29,84,687.50
30.55,00:00:30,84,679.69
30.55,00:00:30,85,691.41
30.55,00:00:30,,703.12
31.6,00:00:31,85,726.56
33.45,00:00:33,85,722.66
33.45,00:00:33,,726.56
34.49,00:00:34,85,699.22
35.52,00:00:35,85,687.50
35.52,00:00:35,,679.69
36.46,00:00:36,85,686.52
37.49,00:00:37,85,699.22
38.44,00:00:38,86,707.03
38.44,00:00:38,,695.31
39.47,00:00:39,86,707.03
40.41,00:00:40,86,710.94
40.41,00:00:40,,738.28
41.45,00:00:41,86,750.00
42.42,00:00:42,85,738.28
43.45,00:00:43,84,710.94
43.45,00:00:43,,691.41
44.38,00:00:44,84,675.78
45.41,00:00:45,84,667.97
45.41,00:00:45,,664.06
46.34,00:00:46,85,652.34
47.38,00:00:47,87,652.34
47.38,00:00:47,,640.62
48.42,00:00:48,88,648.44
49.34,00:00:49,90,656.25
49.34,00:00:49,,707.03
50.37,00:00:50,91,750.00
51.32,00:00:51,91,746.09
51.32,00:00:51,,730.47
52.36,00:00:52,92,746.09
53.31,00:00:53,92,753.91
54.35,00:00:54,86,753.91
54.35,00:00:54,,733.40
55.3,00:00:55,84,699.22
57.25,00:00:57,83,679.69
57.25,00:00:57,,660.16
58.26,00:00:58,83,652.34
59.2,00:00:59,83,652.34
59.2,00:00:59,84,652.34
59.2,00:00:59,,656.25
60.25,00:01:00,89,640.62
60.25,00:01:00,,648.44
61.29,00:01:01,91,656.25
62.23,00:01:02,91,671.88
62.23,00:01:02,,734.38
63.26,00:01:03,91,777.34
64.19,00:01:04,92,769.53
65.23,00:01:05,91,746.09
65.23,00:01:05,,750.00
66.17,00:01:06,91,753.91
67.21,00:01:07,90,746.09
68.15,00:01:08,84,718.75
68.15,00:01:08,,691.41
69.18,00:01:09,83,679.69
70.11,00:01:10,83,667.97
70.11,00:01:10,,671.88
72.18,00:01:12,83,679.69
72.18,00:01:12,86,667.97
72.18,00:01:12,,678.71
73.1,00:01:13,87,691.41
74.16,00:01:14,88,714.84
75.09,00:01:15,88,738.28
75.09,00:01:15,,742.19
76.12,00:01:16,88,714.84
77.04,00:01:17,86,710.94
77.04,00:01:17,,714.84
78.07,00:01:18,85,718.75
79,00:01:19,84,710.94
80.04,00:01:20,84,703.12
80.04,00:01:20,,695.31
81.08,00:01:21,84,691.41
82.01,00:01:22,85,707.03
82.01,00:01:22,,714.84
83.07,00:01:23,85,707.03
84.01,00:01:24,85,699.22
84.98,00:01:24,85,703.12
84.98,00:01:24,,722.66
86.95,00:01:26,85,734.38
86.95,00:01:26,84,726.56
86.95,00:01:26,,710.94
87.99,00:01:27,84,718.75
88.92,00:01:28,84,718.75
89.97,00:01:29,83,722.66
89.97,00:01:29,,717.77
90.9,00:01:30,83,695.31
91.95,00:01:31,84,699.22
91.95,00:01:31,,699.22
92.88,00:01:32,84,710.94
93.9,00:01:33,84,710.94
94.94,00:01:34,85,699.22
94.94,00:01:34,,699.22
95.88,00:01:35,85,707.03
96.91,00:01:36,85,718.75
96.91,00:01:36,,734.38
97.87,00:01:37,85,714.84
98.9,00:01:38,85,707.03
100.86,00:01:40,84,718.75
100.86,00:01:40,,730.47
101.8,00:01:41,84,742.19
102.83,00:01:42,83,714.84
102.83,00:01:42,,699.22
103.78,00:01:43,84,679.69
103.78,00:01:43,84,671.88
103.78,00:01:43,,667.97
104.83,00:01:44,84,691.41
105.76,00:01:45,85,730.47
106.79,00:01:46,86,769.53
106.79,00:01:46,,808.59
107.82,00:01:47,86,815.43
108.79,00:01:48,86,804.69
109.72,00:01:49,86,765.62
110.76,00:01:50,84,730.47
110.76,00:01:50,,707.03
111.69,00:01:51,84,695.31
112.73,00:01:52,84,695.31
112.73,00:01:52,,703.12
113.76,00:01:53,84,722.66
114.72,00:01:54,84,750.00
115.64,00:01:55,84,761.72
115.64,00:01:55,,769.53
116.68,00:01:56,84,765.62
117.71,00:01:57,83,761.72
118.64,00:01:58,81,753.91
118.64,00:01:58,,746.09
119.67,00:01:59,80,746.09
120.64,00:02:00,80,742.19
121.68,00:02:01,80,738.28
121.68,00:02:01,,738.28
123.64,00:02:03,80,742.19
123.64,00:02:03,81,730.47
124.58,00:02:04,81,707.03
124.58,00:02:04,,718.75
126.55,00:02:06,81,725.59
126.55,00:02:06,82,765.62
127.58,00:02:07,82,804.69
127.58,00:02:07,,785.16
129.57,00:02:09,82,761.72
129.57,00:02:09,82,726.56
130.6,00:02:10,82,714.84
130.6,00:02:10,,707.03
132.58,00:02:12,82,710.94
133.51,00:02:13,83,707.03
133.51,00:02:13,,703.12
135.49,00:02:15,84,691.41
135.49,00:02:15,85,703.12
135.49,00:02:15,,703.12
136.52,00:02:16,85,730.47
138.42,00:02:18,85,738.28
138.42,00:02:18,84,757.81
138.42,00:02:18,,750.00
139.46,00:02:19,84,738.28
141.43,00:02:21,83,718.75
142.48,00:02:22,83,714.84
142.48,00:02:22,83,710.94
142.48,00:02:22,,703.12
143.4,00:02:23,83,707.03
143.4,00:02:23,,691.41
144.44,00:02:24,84,694.34
145.37,00:02:25,85,691.41
146.41,00:02:26,85,718.75
146.41,00:02:26,,726.56
147.34,00:02:27,85,714.84
148.37,00:02:28,85,703.12
148.37,00:02:28,,695.31
149.31,00:02:29,85,695.31
150.34,00:02:30,85,691.41
150.34,00:02:30,,687.50
151.31,00:02:31,85,691.41
153.28,00:02:33,86,675.78
153.28,00:02:33,87,671.88
153.28,00:02:33,,671.88
154.31,00:02:34,87,683.59
156.3,00:02:36,88,718.75
156.3,00:02:36,88,753.91
156.3,00:02:36,,757.81
157.23,00:02:37,88,734.38
158.27,00:02:38,87,726.56
158.27,00:02:38,,722.66
159.18,00:02:39,85,718.75
160.2,00:02:40,83,722.66
160.2,00:02:40,,722.66
162.26,00:02:42,83,699.22
162.26,00:02:42,84,698.24
162.26,00:02:42,,691.41
163.2,00:02:43,84,699.22
164.23,00:02:44,84,710.94
165.16,00:02:45,85,707.03
165.16,00:02:45,,710.94
166.2,00:02:46,85,714.84
167.14,00:02:47,85,718.75
167.14,00:02:47,,722.66
168.16,00:02:48,85,703.12
169.2,00:02:49,85,699.22
171.07,00:02:51,85,695.31
171.07,00:02:51,85,703.12
171.07,00:02:51,,707.03
172.11,00:02:52,85,699.22
172.11,00:02:52,,683.59
173.14,00:02:53,86,687.50
174.13,00:02:54,86,671.88
174.13,00:02:54,,675.78
175.06,00:02:55,87,671.88
176.11,00:02:56,88,671.88
176.11,00:02:56,,667.97
177.04,00:02:57,88,683.59
178.1,00:02:58,88,691.41
180.08,00:03:00,88,722.66
180.08,00:03:00,88,726.56
180.08,00:03:00,,702.15
181.01,00:03:01,87,699.22
181.01,00:03:01,,691.41
182.07,00:03:02,87,691.41
183.01,00:03:03,86,691.41
183.01,00:03:03,,679.69
184.04,00:03:04,86,675.78
184.95,00:03:04,87,675.78
184.95,00:03:04,,679.69
185.98,00:03:05,87,695.31
186.95,00:03:06,87,699.22
186.95,00:03:06,,687.50
187.98,00:03:07,88,687.50
188.91,00:03:08,88,683.59
189.94,00:03:09,87,687.50
189.94,00:03:09,,695.31
190.95,00:03:10,87,703.12
191.88,00:03:11,87,691.41
191.88,00:03:11,,683.59
192.91,00:03:12,87,683.59
193.85,00:03:13,87,695.31
193.85,00:03:13,,710.94
194.89,00:03:14,87,726.56
195.93,00:03:15,86,707.03
196.86,00:03:16,86,703.12
196.86,00:03:16,,699.22
197.89,00:03:17,86,702.15
198.82,00:03:18,85,707.03
198.82,00:03:18,,699.22
199.86,00:03:19,85,683.59
200.89,00:03:20,86,675.78
200.89,00:03:20,,664.06
201.82,00:03:21,86,667.97
202.85,00:03:22,87,675.78
202.85,00:03:22,,675.78
203.69,00:03:23,88,664.06
204.82,00:03:24,89,675.78
204.82,00:03:24,,683.59
205.79,00:03:25,89,691.41
206.73,00:03:26,89,691.41
207.78,00:03:27,88,687.50
207.78,00:03:27,,675.78
208.71,00:03:28,88,667.97
209.74,00:03:29,88,667.97
209.74,00:03:29,,664.06
210.78,00:03:30,89,667.97
210.78,00:03:30,,652.34
212.76,00:03:32,89,660.16
212.76,00:03:32,90,667.97
213.69,00:03:33,90,679.69
213.69,00:03:33,,703.12
214.73,00:03:34,90,707.03
215.66,00:03:35,89,694.34
215.66,00:03:35,,695.31
216.69,00:03:36,88,695.31
217.71,00:03:37,87,699.22
217.71,00:03:37,,710.94
218.66,00:03:38,86,710.94
219.7,00:03:39,86,710.94
220.63,00:03:40,86,699.22
220.63,00:03:40,,691.41
221.59,00:03:41,86,683.59
222.63,00:03:42,86,695.31
222.63,00:03:42,,710.94
223.57,00:03:43,85,734.38
224.6,00:03:44,85,738.28
225.64,00:03:45,85,714.84
225.64,00:03:45,,718.75
226.57,00:03:46,85,726.56
228.54,00:03:48,83,726.56
228.54,00:03:48,83,730.47
228.54,00:03:48,,714.84
229.5,00:03:49,83,699.22
231.49,00:03:51,84,695.31
231.49,00:03:51,,695.31
232.53,00:03:52,84,714.84
233.46,00:03:53,84,738.28
233.46,00:03:53,,717.77
234.48,00:03:54,84,722.66
235.52,00:03:55,84,722.66
236.45,00:03:56,84,734.38
236.45,00:03:56,,730.47
237.49,00:03:57,83,707.03
238.41,00:03:58,83,703.12
238.41,00:03:58,,699.22
239.47,00:03:59,84,707.03
240.42,00:04:00,84,707.03
