Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
299.78,00:04:59,,664.06
300.83,00:05:00,86,640.62
300.83,00:05:00,,621.09
301.96,00:05:01,87,644.53
302.78,00:05:02,87,734.38
303.84,00:05:03,87,851.56
304.77,00:05:04,89,789.06
304.77,00:05:04,,707.03
306.85,00:05:06,89,683.59
307.77,00:05:07,87,691.41
307.77,00:05:07,87,742.19
307.77,00:05:07,,730.47
309.81,00:05:09,86,738.28
309.81,00:05:09,86,687.50
309.81,00:05:09,,656.25
310.84,00:05:10,85,640.62
310.84,00:05:10,,632.81
311.77,00:05:11,85,631.84
312.81,00:05:12,86,675.78
312.81,00:05:12,,703.12
313.76,00:05:13,87,695.31
314.77,00:05:14,88,679.69
314.77,00:05:14,,648.44
315.81,00:05:15,88,640.62
316.86,00:05:16,88,625.00
316.86,00:05:16,,648.44
317.78,00:05:17,89,660.16
318.81,00:05:18,91,652.34
318.81,00:05:18,,648.44
319.74,00:05:19,92,644.53
320.84,00:05:20,92,632.81
320.84,00:05:20,,664.06
322.8,00:05:22,92,734.38
323.78,00:05:23,92,769.53
323.78,00:05:23,92,742.19
323.78,00:05:23,,671.88
324.8,00:05:24,92,664.06
325.71,00:05:25,91,644.53
325.71,00:05:25,,660.16
326.75,00:05:26,91,687.50
327.78,00:05:27,90,707.03
327.78,00:05:27,,710.94
329.75,00:05:29,90,667.97
329.75,00:05:29,90,644.53
329.75,00:05:29,,631.84
330.78,00:05:30,90,628.91
330.78,00:05:30,,640.62
331.73,00:05:31,91,675.78
332.76,00:05:32,91,687.50
333.75,00:05:33,91,675.78
333.75,00:05:33,,660.16
334.78,00:05:34,91,636.72
334.78,00:05:34,,621.09
335.7,00:05:35,91,636.72
336.73,00:05:36,91,671.88
336.73,00:05:36,,675.78
337.75,00:05:37,91,644.53
338.71,00:05:38,92,640.62
338.71,00:05:38,,652.34
339.75,00:05:39,92,683.59
340.69,00:05:40,91,683.59
340.69,00:05:40,,656.25
342.76,00:05:42,91,628.91
342.76,00:05:42,92,625.00
342.76,00:05:42,,625.00
343.69,00:05:43,92,636.72
345.74,00:05:45,93,644.53
345.74,00:05:45,94,640.62
345.74,00:05:45,,648.44
345.74,00:05:45,,628.91
346.77,00:05:46,94,636.72
347.69,00:05:47,94,651.37
347.69,00:05:47,,664.06
348.7,00:05:48,93,664.06
350.76,00:05:50,93,667.97
350.76,00:05:50,93,632.81
350.76,00:05:50,,613.28
351.69,00:05:51,93,617.19
351.69,00:05:51,,621.09
352.72,00:05:52,93,625.00
354.69,00:05:54,94,644.53
354.69,00:05:54,,636.72
355.75,00:05:55,96,605.47
355.75,00:05:55,96,605.47
355.75,00:05:55,,632.81
356.8,00:05:56,96,632.81
356.8,00:05:56,,656.25
357.72,00:05:57,95,621.09
358.64,00:05:58,96,613.28
358.64,00:05:58,,621.09
360.62,00:06:00,96,636.72
360.62,00:06:00,96,632.81
360.62,00:06:00,,605.47
361.78,00:06:01,96,605.47
361.78,00:06:01,,613.28
362.63,00:06:02,97,632.81
363.67,00:06:03,96,656.25
363.67,00:06:03,,652.34
364.69,00:06:04,97,617.19
364.69,00:06:04,,609.38
365.76,00:06:05,97,631.84
367.73,00:06:07,96,648.44
367.73,00:06:07,95,687.50
367.73,00:06:07,,628.91
369.7,00:06:09,96,613.28
369.7,00:06:09,96,609.38
369.7,00:06:09,,613.28
369.7,00:06:09,,628.91
370.67,00:06:10,96,644.53
372.63,00:06:12,96,652.34
372.63,00:06:12,96,613.28
372.63,00:06:12,,613.28
373.61,00:06:13,97,613.28
373.61,00:06:13,,628.91
374.66,00:06:14,96,636.72
374.66,00:06:14,,640.62
375.58,00:06:15,96,613.28
376.6,00:06:16,97,605.47
376.6,00:06:16,,609.38
378.69,00:06:18,97,644.53
378.69,00:06:18,96,652.34
378.69,00:06:18,,660.16
379.62,00:06:19,96,617.19
380.65,00:06:20,96,621.09
380.65,00:06:20,,617.19
381.62,00:06:21,96,632.81
381.62,00:06:21,,636.72
382.65,00:06:22,95,652.34
383.67,00:06:23,96,608.40
383.67,00:06:23,,609.38
385.64,00:06:25,96,617.19
386.7,00:06:26,96,636.72
386.7,00:06:26,,648.44
387.65,00:06:27,96,648.44
387.65,00:06:27,96,613.28
387.65,00:06:27,,609.38
388.57,00:06:28,96,632.81
388.57,00:06:28,,632.81
389.64,00:06:29,95,640.62
390.58,00:06:30,95,632.81
390.58,00:06:30,,609.38
391.69,00:06:31,96,605.47
391.69,00:06:31,,605.47
392.61,00:06:32,96,636.72
393.63,00:06:33,96,667.97
393.63,00:06:33,,714.84
394.65,00:06:34,96,656.25
396.61,00:06:36,96,636.72
396.61,00:06:36,95,667.97
396.61,00:06:36,,671.88
397.53,00:06:37,92,675.78
397.53,00:06:37,,652.34
399.59,00:06:39,92,632.81
400.62,00:06:40,92,625.00
400.62,00:06:40,92,648.44
400.62,00:06:40,,667.97
401.64,00:06:41,92,659.18
401.64,00:06:41,,636.72
403.64,00:06:43,92,632.81
403.64,00:06:43,93,636.72
403.64,00:06:43,,652.34
404.57,00:06:44,93,656.25
405.6,00:06:45,93,664.06
405.6,00:06:45,,648.44
406.63,00:06:46,93,621.09
406.63,00:06:46,,621.09
407.56,00:06:47,93,625.00
408.6,00:06:48,93,640.62
408.6,00:06:48,,656.25
409.52,00:06:49,93,656.25
410.58,00:06:50,94,632.81
410.58,00:06:50,,621.09
411.6,00:06:51,95,613.28
411.6,00:06:51,,628.91
412.56,00:06:52,94,636.72
413.59,00:06:53,95,640.62
413.59,00:06:53,,648.44
414.54,00:06:54,95,621.09
415.57,00:06:55,95,605.47
415.57,00:06:55,,582.03
416.59,00:06:56,95,589.84
416.59,00:06:56,,605.47
417.55,00:06:57,96,613.28
418.57,00:06:58,97,644.53
418.57,00:06:58,,644.53
419.5,00:06:59,97,663.09
420.52,00:07:00,96,648.44
420.52,00:07:00,,632.81
421.59,00:07:01,96,621.09
422.52,00:07:02,94,648.44
422.52,00:07:02,,671.88
423.55,00:07:03,93,660.16
423.55,00:07:03,,644.53
424.47,00:07:04,93,625.00
425.51,00:07:05,94,617.19
425.51,00:07:05,,625.00
426.45,00:07:06,94,636.72
427.48,00:07:07,94,675.78
427.48,00:07:07,,660.16
429.53,00:07:09,94,632.81
429.53,00:07:09,94,632.81
429.53,00:07:09,,667.97
430.45,00:07:10,94,683.59
431.56,00:07:11,93,640.62
431.56,00:07:11,,632.81
433.45,00:07:13,93,644.53
433.45,00:07:13,93,644.53
433.45,00:07:13,,644.53
435.5,00:07:15,93,609.38
435.5,00:07:15,,605.47
437.47,00:07:17,94,613.28
437.47,00:07:17,95,617.19
437.47,00:07:17,96,605.47
437.47,00:07:17,,612.30
437.47,00:07:17,,656.25
438.51,00:07:18,97,683.59
439.44,00:07:19,97,656.25
439.44,00:07:19,,636.72
440.47,00:07:20,97,656.25
441.52,00:07:21,95,683.59
441.52,00:07:21,,683.59
443.47,00:07:23,94,632.81
444.43,00:07:24,93,632.81
444.43,00:07:24,,644.53
445.46,00:07:25,93,648.44
446.5,00:07:26,93,656.25
446.5,00:07:26,93,613.28
446.5,00:07:26,,609.38
447.42,00:07:27,94,632.81
447.42,00:07:27,,636.72
448.45,00:07:28,94,656.25
449.47,00:07:29,94,671.88
449.47,00:07:29,,628.91
450.4,00:07:30,94,617.19
450.4,00:07:30,,644.53
451.49,00:07:31,94,648.44
452.42,00:07:32,94,609.38
452.42,00:07:32,,671.88
453.45,00:07:33,94,652.34
454.47,00:07:34,94,609.38
454.47,00:07:34,,627.93
455.39,00:07:35,94,605.47
455.39,00:07:35,,597.66
456.46,00:07:36,95,605.47
457.48,00:07:37,97,601.56
457.48,00:07:37,,601.56
459.43,00:07:39,98,574.22
459.43,00:07:39,99,609.38
459.43,00:07:39,,632.81
460.41,00:07:40,99,632.81
460.41,00:07:40,,609.38
461.46,00:07:41,99,644.53
462.39,00:07:42,98,691.41
462.39,00:07:42,,675.78
463.45,00:07:43,97,640.62
464.48,00:07:44,95,695.31
464.48,00:07:44,,679.69
465.41,00:07:45,95,636.72
466.44,00:07:46,93,636.72
466.44,00:07:46,,652.34
468.4,00:07:48,93,644.53
468.4,00:07:48,93,640.62
468.4,00:07:48,,625.00
469.43,00:07:49,94,613.28
469.43,00:07:49,,628.91
470.47,00:07:50,94,617.19
471.4,00:07:51,95,605.47
471.4,00:07:51,,597.66
473.38,00:07:53,97,582.03
473.38,00:07:53,,584.96
474.44,00:07:54,97,609.38
475.36,00:07:55,98,628.91
475.36,00:07:55,,636.72
476.4,00:07:56,99,609.38
476.4,00:07:56,99,593.75
476.4,00:07:56,,605.47
477.44,00:07:57,98,640.62
477.44,00:07:57,,648.44
478.37,00:07:58,98,640.62
479.41,00:07:59,97,609.38
479.41,00:07:59,,632.81
480.34,00:08:00,97,644.53
482.41,00:08:02,95,644.53
482.41,00:08:02,95,617.19
482.41,00:08:02,,636.72
482.41,00:08:02,,664.06
483.33,00:08:03,94,660.16
484.36,00:08:04,94,640.62
484.36,00:08:04,,656.25
485.38,00:08:05,93,671.88
486.38,00:08:06,92,671.88
486.38,00:08:06,,671.88
487.4,00:08:07,92,625.00
488.32,00:08:08,92,636.72
488.32,00:08:08,,652.34
489.41,00:08:09,91,667.97
491.39,00:08:11,91,667.97
491.39,00:08:11,91,647.46
491.39,00:08:11,,613.28
492.49,00:08:12,92,621.09
492.49,00:08:12,,636.72
493.43,00:08:13,92,652.34
493.43,00:08:13,,644.53
494.45,00:08:14,93,605.47
494.45,00:08:14,94,601.56
494.45,00:08:14,94,593.75
494.45,00:08:14,94,621.09
494.45,00:08:14,,652.34
494.45,00:08:14,,675.78
495.39,00:08:15,94,648.44
496.41,00:08:16,95,628.91
496.41,00:08:16,,617.19
498.39,00:08:18,94,640.62
498.39,00:08:18,,648.44
500.43,00:08:20,94,621.09
500.43,00:08:20,95,609.38
500.43,00:08:20,,621.09
501.46,00:08:21,95,621.09
502.45,00:08:22,96,625.00
502.45,00:08:22,97,613.28
502.45,00:08:22,,597.66
502.45,00:08:22,,574.22
504.42,00:08:24,97,582.03
504.42,00:08:24,98,589.84
504.42,00:08:24,,601.56
505.36,00:08:25,99,632.81
505.36,00:08:25,,635.74
507.45,00:08:27,99,601.56
508.39,00:08:28,100,597.66
508.39,00:08:28,98,625.00
508.39,00:08:28,,632.81
508.39,00:08:28,,632.81
509.42,00:08:29,98,597.66
510.44,00:08:30,98,597.66
510.44,00:08:30,,609.38
513.44,00:08:33,98,609.38
513.44,00:08:33,,632.81
514.36,00:08:34,98,621.09
515.38,00:08:35,98,621.09
515.38,00:08:35,98,652.34
515.38,00:08:35,97,738.28
515.38,00:08:35,,707.03
515.38,00:08:35,,656.25
516.39,00:08:36,96,691.41
517.41,00:08:37,96,707.03
518.36,00:08:38,93,707.03
518.36,00:08:38,,656.25
519.37,00:08:39,92,656.25
521.35,00:08:41,91,679.69
521.35,00:08:41,,660.16
522.37,00:08:42,90,625.00
522.37,00:08:42,,628.91
523.38,00:08:43,91,652.34
524.32,00:08:44,92,636.72
524.32,00:08:44,,631.84
525.38,00:08:45,92,664.06
527.38,00:08:47,93,667.97
527.38,00:08:47,93,625.00
527.38,00:08:47,,640.62
529.39,00:08:49,93,660.16
529.39,00:08:49,93,617.19
529.39,00:08:49,,609.38
531.36,00:08:51,94,617.19
531.36,00:08:51,95,628.91
531.36,00:08:51,,640.62
531.36,00:08:51,,609.38
532.38,00:08:52,96,609.38
534.31,00:08:54,96,644.53
534.31,00:08:54,96,660.16
534.31,00:08:54,,625.00
535.33,00:08:55,96,628.91
535.33,00:08:55,,664.06
536.29,00:08:56,95,683.59
537.31,00:08:57,95,636.72
537.31,00:08:57,,628.91
538.33,00:08:58,95,621.09
538.33,00:08:58,,628.91
540.34,00:09:00,95,628.91
540.34,00:09:00,95,609.38
540.34,00:09:00,,613.28
543.33,00:09:03,96,609.38
544.35,00:09:04,96,628.91
544.35,00:09:04,96,635.74
544.35,00:09:04,,625.00
544.35,00:09:04,,640.62
545.27,00:09:05,96,644.53
545.27,00:09:05,96,601.56
545.27,00:09:05,,617.19
546.3,00:09:06,96,632.81
547.32,00:09:07,96,605.47
547.32,00:09:07,,625.00
550.3,00:09:10,96,621.09
550.3,00:09:10,97,613.28
550.3,00:09:10,97,597.66
550.3,00:09:10,,601.56
550.3,00:09:10,,640.62
552.25,00:09:12,97,660.16
552.25,00:09:12,97,632.81
552.25,00:09:12,,625.00
554.24,00:09:14,97,625.00
554.24,00:09:14,,679.69
555.28,00:09:15,96,687.50
556.3,00:09:16,95,632.81
556.3,00:09:16,95,632.81
556.3,00:09:16,,648.44
558.24,00:09:18,94,675.78
558.24,00:09:18,94,656.25
558.24,00:09:18,,625.00
559.27,00:09:19,94,625.00
559.27,00:09:19,,640.62
561.22,00:09:21,94,651.37
