Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],HR[bpm],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH],RR[ms],Time
1,00:00:01,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.11,2021-12-03 11:23:38
2,00:00:02,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.84,2021-12-03 11:23:39
3,00:00:03,2.41,152.0,62.0,17.11,1.22,21.03,138.36,19.97,1001.9,24.81,30.66,976.56,2021-12-03 11:23:40
4,00:00:04,2.41,152.0,63.0,17.11,1.22,21.03,138.36,19.97,1001.9,24.81,30.66,953.12,2021-12-03 11:23:41
5,00:00:05,2.41,152.0,63.0,17.11,1.22,21.03,138.36,19.97,1001.9,24.81,30.66,980.47,2021-12-03 11:23:42
6,00:00:06,2.53,159.5,63.0,28.99,0.3,8.89,55.74,17.58,1001.9,24.82,30.69,945.31,2021-12-03 11:23:43
7,00:00:07,2.53,159.5,63.0,28.99,0.3,8.89,55.74,17.58,1001.9,24.82,30.69,976.56,2021-12-03 11:23:44
8,00:00:08,3.2,201.67,63.0,16.19,1.34,21.81,108.15,19.71,1001.6,24.82,30.74,1023.44,2021-12-03 11:23:45
9,00:00:09,3.2,201.67,62.0,16.19,1.34,21.81,108.15,19.71,1001.6,24.82,30.74,976.56,2021-12-03 11:23:46
10,00:00:10,3.2,201.67,62.0,16.19,1.34,21.81,108.15,19.71,1001.6,24.82,30.74,894.53,2021-12-03 11:23:47
11,00:00:11,3.2,201.67,62.0,16.19,1.34,21.81,108.15,19.71,1001.6,24.82,30.74,851.56,2021-12-03 11:23:48
12,00:00:12,4.32,272.33,62.0,17.88,1.33,23.9,87.76,19.43,1001.9,24.82,30.77,843.75,2021-12-03 11:23:49
13,00:00:13,4.32,272.33,62.0,17.88,1.33,23.9,87.76,19.43,1001.9,24.82,30.77,781.25,2021-12-03 11:23:50
14,00:00:14,4.32,272.33,62.0,17.88,1.33,23.9,87.76,19.43,1001.9,24.82,30.77,742.19,2021-12-03 11:23:51
15,00:00:15,3.22,202.83,62.0,23.24,0.56,13.2,65.08,18.63,1001.6,24.82,30.84,726.56,2021-12-03 11:23:52
16,00:00:16,3.22,202.83,68.0,23.24,0.56,13.2,65.08,18.63,1001.6,24.82,30.84,697.27,2021-12-03 11:23:53
17,00:00:17,8.11,510.83,70.0,21.79,1.42,30.99,60.67,18.76,1001.3,24.83,30.88,686.52,2021-12-03 11:23:54
18,00:00:18,8.11,510.83,76.0,21.79,1.42,30.99,60.67,18.76,1001.3,24.83,30.88,667.97,2021-12-03 11:23:55
19,00:00:19,8.11,510.83,79.0,21.79,1.42,30.99,60.67,18.76,1001.3,24.83,30.88,644.53,2021-12-03 11:23:56
20,00:00:20,8.11,510.83,86.0,21.79,1.42,30.99,60.67,18.76,1001.3,24.83,30.88,638.67,2021-12-03 11:23:57
21,00:00:21,6.61,416.5,86.0,16.11,1.4,22.7,54.5,18.51,1001.9,24.83,31.0,632.81,2021-12-03 11:23:58
22,00:00:22,6.61,416.5,90.0,16.11,1.4,22.7,54.5,18.51,1001.9,24.83,31.0,619.79,2021-12-03 11:23:59
23,00:00:23,6.61,416.5,93.0,16.11,1.4,22.7,54.5,18.51,1001.9,24.83,31.0,601.56,2021-12-03 11:24:00
24,00:00:24,7.68,483.67,95.0,17.17,1.45,24.91,51.5,18.38,1001.9,24.83,31.15,587.89,2021-12-03 11:24:01
25,00:00:25,7.68,483.67,96.0,17.17,1.45,24.91,51.5,18.38,1001.9,24.83,31.15,578.12,2021-12-03 11:24:02
26,00:00:26,7.68,483.67,99.0,17.17,1.45,24.91,51.5,18.38,1001.9,24.83,31.15,572.27,2021-12-03 11:24:03
27,00:00:27,7.68,483.67,101.0,17.17,1.45,24.91,51.5,18.38,1001.9,24.83,31.15,566.41,2021-12-03 11:24:04
28,00:00:28,7.68,483.67,103.0,17.28,1.44,25.01,51.5,18.38,1001.7,24.83,31.35,562.5,2021-12-03 11:24:05
29,00:00:29,7.68,483.67,103.0,17.28,1.44,25.01,51.5,18.38,1001.7,24.83,31.35,1113.28,2021-12-03 11:24:06
30,00:00:30,7.68,483.67,104.0,17.28,1.44,25.01,51.5,18.38,1001.7,24.83,31.35,550.78,2021-12-03 11:24:07
31,00:00:31,6.81,428.83,105.0,16.37,1.33,21.79,50.81,18.32,1001.7,24.83,31.57,548.83,2021-12-03 11:24:08
32,00:00:32,6.81,428.83,107.0,16.37,1.33,21.79,50.81,18.32,1001.7,24.83,31.57,542.97,2021-12-03 11:24:09
33,00:00:33,6.81,428.83,110.0,16.37,1.33,21.79,50.81,18.32,1001.7,24.83,31.57,541.02,2021-12-03 11:24:10
34,00:00:34,6.81,428.83,110.0,16.37,1.33,21.79,50.81,18.32,1001.7,24.83,31.57,539.06,2021-12-03 11:24:11
35,00:00:35,8.38,528.0,111.0,18.08,1.35,24.46,46.33,18.07,1001.4,24.83,31.72,534.18,2021-12-03 11:24:12
36,00:00:36,8.38,528.0,111.0,18.08,1.35,24.46,46.33,18.07,1001.4,24.83,31.72,531.25,2021-12-03 11:24:13
37,00:00:37,6.24,393.17,112.0,29.83,0.57,17.16,43.65,17.5,1001.8,24.84,31.83,531.25,2021-12-03 11:24:14
38,00:00:38,6.24,393.17,113.0,29.83,0.57,17.16,43.65,17.5,1001.8,24.84,31.83,527.34,2021-12-03 11:24:15
39,00:00:39,6.24,393.17,113.0,29.83,0.57,17.16,43.65,17.5,1001.8,24.84,31.83,523.44,2021-12-03 11:24:16
40,00:00:40,8.46,532.83,114.0,23.24,0.8,18.78,35.25,16.94,1001.4,24.84,31.96,521.48,2021-12-03 11:24:17
41,00:00:41,8.46,532.83,114.0,23.24,0.8,18.78,35.25,16.94,1001.4,24.84,31.96,513.67,2021-12-03 11:24:18
42,00:00:42,10.71,674.83,115.0,27.63,0.72,19.91,29.5,16.07,1001.3,24.84,32.05,515.62,2021-12-03 11:24:19
43,00:00:43,10.71,674.83,116.0,27.63,0.72,19.91,29.5,16.07,1001.3,24.84,32.05,509.77,2021-12-03 11:24:20
44,00:00:44,13.32,839.33,117.0,31.27,0.66,20.8,24.78,15.06,1000.5,24.84,32.12,509.77,2021-12-03 11:24:21
45,00:00:45,13.32,839.33,117.0,31.27,0.66,20.8,24.78,15.06,1000.5,24.84,32.12,503.91,2021-12-03 11:24:22
46,00:00:46,13.32,839.33,118.0,31.27,0.66,20.8,24.78,15.06,1000.5,24.84,32.12,507.81,2021-12-03 11:24:23
47,00:00:47,13.32,839.33,118.0,31.27,0.66,20.8,24.78,15.06,1000.5,24.84,32.12,507.81,2021-12-03 11:24:24
48,00:00:48,15.75,992.0,118.0,14.16,1.32,18.8,18.95,13.92,1001.7,24.84,32.21,507.81,2021-12-03 11:24:25
49,00:00:49,15.75,992.0,118.0,14.16,1.32,18.8,18.95,13.92,1001.7,24.84,32.21,507.81,2021-12-03 11:24:26
50,00:00:50,15.75,992.0,118.0,14.16,1.32,18.8,18.95,13.92,1001.7,24.84,32.21,503.91,2021-12-03 11:24:27
51,00:00:51,15.75,992.0,118.0,14.16,1.32,18.8,18.95,13.92,1001.7,24.84,32.21,503.91,2021-12-03 11:24:28
52,00:00:52,25.55,1609.67,119.0,13.81,2.2,30.38,18.87,14.12,1001.4,24.85,32.37,503.91,2021-12-03 11:24:29
53,00:00:53,25.55,1609.67,119.0,13.81,2.2,30.38,18.87,14.12,1001.4,24.85,32.37,501.46,2021-12-03 11:24:30
54,00:00:54,25.55,1609.67,119.0,13.81,2.2,30.38,18.87,14.12,1001.4,24.85,32.37,500.0,2021-12-03 11:24:31
55,00:00:55,25.55,1609.67,119.0,13.81,2.2,30.38,18.87,14.12,1001.4,24.85,32.37,501.95,2021-12-03 11:24:32
56,00:00:56,16.64,1048.5,120.0,15.43,1.37,21.19,20.21,14.37,1001.3,24.85,32.65,500.0,2021-12-03 11:24:33
57,00:00:57,16.64,1048.5,120.0,15.43,1.37,21.19,20.21,14.37,1001.3,24.85,32.65,496.09,2021-12-03 11:24:34
58,00:00:58,16.64,1048.5,120.0,15.43,1.37,21.19,20.21,14.37,1001.3,24.85,32.65,496.09,2021-12-03 11:24:35
59,00:00:59,16.64,1048.5,120.0,15.43,1.37,21.19,20.21,14.37,1001.3,24.85,32.65,496.09,2021-12-03 11:24:36
60,00:01:00,20.45,1288.5,121.0,17.05,1.44,24.6,19.09,14.02,1002.0,24.84,32.85,494.14,2021-12-03 11:24:37
61,00:01:01,20.45,1288.5,121.0,17.05,1.44,24.6,19.09,14.02,1002.0,24.84,32.85,492.19,2021-12-03 11:24:38
62,00:01:02,20.45,1288.5,121.0,17.05,1.44,24.6,19.09,14.02,1002.0,24.84,32.85,494.14,2021-12-03 11:24:39
63,00:01:03,20.45,1288.5,122.0,17.05,1.44,24.6,19.09,14.02,1002.0,24.84,32.85,494.14,2021-12-03 11:24:40
64,00:01:04,20.45,1288.5,122.0,14.92,1.42,21.26,19.09,14.02,1001.2,24.85,33.11,492.19,2021-12-03 11:24:41
65,00:01:05,20.45,1288.5,122.0,14.92,1.42,21.26,19.09,14.02,1001.2,24.85,33.11,490.23,2021-12-03 11:24:42
66,00:01:06,20.45,1288.5,122.0,14.92,1.42,21.26,19.09,14.02,1001.2,24.85,33.11,488.28,2021-12-03 11:24:43
67,00:01:07,20.45,1288.5,122.0,14.92,1.42,21.26,19.09,14.02,1001.2,24.85,33.11,490.23,2021-12-03 11:24:44
68,00:01:08,20.45,1288.5,123.0,13.16,1.85,24.36,19.09,14.02,1001.2,24.85,33.38,484.38,2021-12-03 11:24:45
