Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
0.83,00:00:00,60,910.16
0.83,00:00:00,,914.06
1.8,00:00:01,61,964.84
2.74,00:00:02,62,976.56
3.78,00:00:03,63,953.12
4.72,00:00:04,63,980.47
5.77,00:00:05,63,945.31
6.7,00:00:06,63,976.56
7.73,00:00:07,63,1023.44
8.68,00:00:08,62,976.56
9.72,00:00:09,62,894.53
10.66,00:00:10,62,851.56
11.72,00:00:11,62,843.75
12.65,00:00:12,62,792.97
12.65,00:00:12,,769.53
13.68,00:00:13,62,742.19
14.63,00:00:14,62,726.56
15.62,00:00:15,68,707.03
15.62,00:00:15,,687.50
16.65,00:00:16,70,686.52
17.58,00:00:17,76,675.78
17.58,00:00:17,,660.16
18.63,00:00:18,79,644.53
19.66,00:00:19,86,644.53
19.66,00:00:19,,632.81
21.54,00:00:21,89,632.81
21.54,00:00:21,,617.19
21.64,00:00:21,90,609.38
22.57,00:00:22,93,601.56
22.57,00:00:22,,601.56
23.52,00:00:23,95,593.75
23.52,00:00:23,,582.03
24.55,00:00:24,96,578.12
25.49,00:00:25,99,574.22
25.49,00:00:25,,570.31
26.53,00:00:26,101,566.41
26.53,00:00:26,,566.41
27.49,00:00:27,103,562.50
28.53,00:00:28,103,1113.28
29.48,00:00:29,104,550.78
29.48,00:00:29,,550.78
30.54,00:00:30,105,550.78
30.54,00:00:30,,546.88
31.51,00:00:31,107,546.88
31.51,00:00:31,,539.06
32.44,00:00:32,110,542.97
32.44,00:00:32,,539.06
33.47,00:00:33,110,539.06
33.47,00:00:33,,539.06
34.41,00:00:34,111,534.18
35.44,00:00:35,111,535.16
35.44,00:00:35,,527.34
36.37,00:00:36,112,531.25
36.37,00:00:36,,531.25
37.4,00:00:37,113,527.34
37.4,00:00:37,,527.34
38.43,00:00:38,113,523.44
38.43,00:00:38,,523.44
39.46,00:00:39,114,523.44
39.46,00:00:39,,519.53
40.4,00:00:40,114,511.72
40.4,00:00:40,,515.62
41.44,00:00:41,115,515.62
41.44,00:00:41,,515.62
42.34,00:00:42,116,507.81
42.34,00:00:42,,511.72
43.38,00:00:43,117,507.81
43.38,00:00:43,,511.72
44.3,00:00:44,117,507.81
44.3,00:00:44,,500.00
45.34,00:00:45,118,507.81
45.34,00:00:45,,507.81
46.33,00:00:46,118,503.91
46.33,00:00:46,,511.72
47.38,00:00:47,118,507.81
47.38,00:00:47,,507.81
48.31,00:00:48,118,507.81
48.31,00:00:48,,507.81
49.34,00:00:49,118,503.91
49.34,00:00:49,,503.91
50.27,00:00:50,118,500.00
50.27,00:00:50,,507.81
51.33,00:00:51,119,503.91
51.33,00:00:51,,503.91
52.26,00:00:52,119,502.93
52.26,00:00:52,,500.00
53.24,00:00:53,119,500.00
53.24,00:00:53,,500.00
54.28,00:00:54,119,500.00
54.28,00:00:54,,503.91
55.23,00:00:55,120,500.00
55.23,00:00:55,,500.00
56.2,00:00:56,120,500.00
56.2,00:00:56,,492.19
57.24,00:00:57,120,496.09
57.24,00:00:57,,496.09
58.27,00:00:58,120,496.09
58.27,00:00:58,,496.09
59.2,00:00:59,121,496.09
59.2,00:00:59,,492.19
60.24,00:01:00,121,492.19
60.24,00:01:00,,492.19
61.18,00:01:01,121,492.19
61.18,00:01:01,,496.09
62.21,00:01:02,122,492.19
62.21,00:01:02,,496.09
63.15,00:01:03,122,492.19
63.15,00:01:03,,492.19
64.15,00:01:04,122,488.28
64.15,00:01:04,,492.19
65.08,00:01:05,122,488.28
65.08,00:01:05,,488.28
66.12,00:01:06,122,488.28
66.12,00:01:06,,492.19
67.15,00:01:07,123,484.38
67.15,00:01:07,,484.38
68.08,00:01:08,123,484.38
68.08,00:01:08,,480.47
69.12,00:01:09,124,480.47
69.12,00:01:09,,480.47
70.04,00:01:10,124,479.49
70.04,00:01:10,,476.56
71.11,00:01:11,125,480.47
71.11,00:01:11,,480.47
