Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
0.51,00:00:00,86,726.56
1.4,00:00:01,86,757.81
3.45,00:00:03,84,773.44
3.45,00:00:03,83,746.09
3.45,00:00:03,,722.66
4.37,00:00:04,82,734.38
5.41,00:00:05,81,765.62
5.41,00:00:05,,765.62
6.44,00:00:06,81,726.56
7.36,00:00:07,81,753.91
8.4,00:00:08,80,753.91
8.4,00:00:08,,761.72
9.42,00:00:09,80,726.56
10.31,00:00:10,80,738.28
10.31,00:00:10,,745.12
11.34,00:00:11,81,726.56
12.36,00:00:12,81,707.03
13.28,00:00:13,81,734.38
13.28,00:00:13,,765.62
14.35,00:00:14,81,781.25
15.38,00:00:15,81,734.38
16.3,00:00:16,81,746.09
16.3,00:00:16,,757.81
17.35,00:00:17,81,761.72
18.27,00:00:18,80,726.56
21.24,00:00:21,80,726.56
21.24,00:00:21,81,742.19
21.24,00:00:21,81,746.09
21.24,00:00:21,,734.38
22.29,00:00:22,81,714.84
22.29,00:00:22,,730.47
23.22,00:00:23,81,753.91
24.26,00:00:24,81,765.62
25.19,00:00:25,81,726.56
25.19,00:00:25,,757.81
26.22,00:00:26,81,769.53
27.14,00:00:27,81,761.72
28.17,00:00:28,80,710.94
28.17,00:00:28,,721.68
29.19,00:00:29,80,730.47
30.22,00:00:30,81,742.19
30.22,00:00:30,,714.84
31.16,00:00:31,81,710.94
32.19,00:00:32,82,722.66
33.12,00:00:33,83,738.28
33.12,00:00:33,,707.03
34.16,00:00:34,83,699.22
35.09,00:00:35,83,718.75
36.12,00:00:36,83,734.38
36.12,00:00:36,,730.47
37.14,00:00:37,83,718.75
38.07,00:00:38,83,734.38
38.07,00:00:38,,738.28
39.09,00:00:39,83,726.56
40.12,00:00:40,83,699.22
41.04,00:00:41,83,714.84
41.04,00:00:41,,726.56
42.07,00:00:42,83,753.91
43.01,00:00:43,83,730.47
44.04,00:00:44,82,753.91
44.04,00:00:44,,773.44
45.07,00:00:45,82,789.06
46.04,00:00:46,82,746.09
47.06,00:00:47,81,741.21
47.06,00:00:47,,742.19
47.98,00:00:47,80,765.62
49.03,00:00:49,80,730.47
49.95,00:00:49,80,714.84
49.95,00:00:49,,730.47
50.97,00:00:50,81,734.38
51.92,00:00:51,81,738.28
51.92,00:00:51,,703.12
52.95,00:00:52,82,710.94
53.92,00:00:53,82,722.66
54.94,00:00:54,83,742.19
54.94,00:00:54,,714.84
55.87,00:00:55,83,718.75
57.83,00:00:57,83,718.75
57.83,00:00:57,,722.66
58.86,00:00:58,83,691.41
60.81,00:01:00,83,687.50
60.81,00:01:00,84,699.22
60.81,00:01:00,,710.94
61.88,00:01:01,84,707.03
62.9,00:01:02,85,699.22
62.9,00:01:02,,730.47
63.83,00:01:03,85,738.28
64.85,00:01:04,85,734.38
65.78,00:01:05,84,713.87
65.78,00:01:05,,714.84
66.83,00:01:06,84,738.28
67.75,00:01:07,83,757.81
68.78,00:01:08,83,722.66
68.78,00:01:08,,722.66
69.83,00:01:09,82,730.47
70.75,00:01:10,82,742.19
70.75,00:01:10,,710.94
71.78,00:01:11,82,726.56
72.7,00:01:12,82,753.91
73.72,00:01:13,82,769.53
73.72,00:01:13,,726.56
74.75,00:01:14,82,738.28
75.67,00:01:15,82,750.00
76.69,00:01:16,81,746.09
76.69,00:01:16,,718.75
77.67,00:01:17,81,742.19
78.69,00:01:18,81,742.19
79.71,00:01:19,81,738.28
79.71,00:01:19,,714.84
80.65,00:01:20,81,730.47
81.69,00:01:21,82,734.38
82.62,00:01:22,82,734.38
82.62,00:01:22,,709.96
83.66,00:01:23,82,710.94
84.58,00:01:24,83,718.75
84.58,00:01:24,,750.00
85.6,00:01:25,83,722.66
86.63,00:01:26,83,726.56
88.61,00:01:28,83,750.00
88.61,00:01:28,82,753.91
88.61,00:01:28,,718.75
90.56,00:01:30,82,703.12
90.56,00:01:30,82,718.75
90.56,00:01:30,,722.66
92.58,00:01:32,83,710.94
93.5,00:01:33,83,687.50
93.5,00:01:33,,710.94
94.54,00:01:34,84,714.84
95.57,00:01:35,84,722.66
95.57,00:01:35,84,703.12
95.57,00:01:35,,703.12
96.51,00:01:36,85,707.03
97.54,00:01:37,85,714.84
97.54,00:01:37,,691.41
98.52,00:01:38,85,675.78
99.45,00:01:39,86,679.69
99.45,00:01:39,,683.59
