Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],HR[bpm],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH],RR[ms],Time
1,00:00:01,0.0,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.56,2021-11-29 09:40:48
2,00:00:02,0.0,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.81,2021-11-29 09:40:49
3,00:00:03,3.51,231.67,86,20.1,0.34,6.84,29.52,14.99,1013.5,22.34,29.75,757.81,2021-11-29 09:40:50
4,00:00:04,3.51,231.67,84,20.1,0.34,6.84,29.52,14.99,1013.5,22.34,29.75,747.4,2021-11-29 09:40:51
5,00:00:05,3.32,219.17,82,18.81,0.34,6.47,29.52,15.03,1013.5,22.34,29.75,734.38,2021-11-29 09:40:52
6,00:00:06,3.32,219.17,81,18.81,0.34,6.47,29.52,15.03,1013.5,22.34,29.75,765.62,2021-11-29 09:40:53
7,00:00:07,3.32,219.17,81,18.81,0.34,6.47,29.52,15.03,1013.5,22.34,29.75,726.56,2021-11-29 09:40:54
8,00:00:08,3.25,214.5,81,19.8,0.32,6.48,30.21,15.03,1013.4,22.34,29.73,753.91,2021-11-29 09:40:55
9,00:00:09,3.25,214.5,80,19.8,0.32,6.48,30.21,15.03,1013.4,22.34,29.73,757.81,2021-11-29 09:40:56
10,00:00:10,3.25,214.5,80,19.8,0.32,6.48,30.21,15.03,1013.4,22.34,29.73,726.56,2021-11-29 09:40:57
11,00:00:11,3.78,249.67,80,21.23,0.35,7.63,30.56,15.32,1013.5,22.35,29.72,741.7,2021-11-29 09:40:58
12,00:00:12,3.78,249.67,81,21.23,0.35,7.63,30.56,15.32,1013.5,22.35,29.72,726.56,2021-11-29 09:40:59
13,00:00:13,3.78,249.67,81,21.23,0.35,7.63,30.56,15.32,1013.5,22.35,29.72,707.03,2021-11-29 09:41:00
14,00:00:14,3.78,249.67,81,21.23,0.35,7.63,30.56,15.32,1013.5,22.35,29.72,750.0,2021-11-29 09:41:01
15,00:00:15,3.84,253.33,81,19.05,0.39,7.49,29.57,15.34,1013.5,22.35,29.71,781.25,2021-11-29 09:41:02
