Time[s],Time[hh:mm:ss],HR[bpm],RR[ms]
0.11,00:00:00,56,972.66
1.09,00:00:01,57,890.62
1.09,00:00:01,,882.81
2.08,00:00:02,57,367.19
3.11,00:00:03,57,1574.22
4.03,00:00:04,57,964.84
5.06,00:00:05,57,1023.44
6.08,00:00:06,58,1046.88
8.04,00:00:08,58,1058.59
8.97,00:00:08,58,1050.78
10.01,00:00:10,58,
11.05,00:00:11,58,1046.88
12.01,00:00:12,58,1007.81
12.94,00:00:12,58,988.28
13.97,00:00:13,58,1062.50
14.9,00:00:14,58,1082.03
15.97,00:00:15,58,1109.38
17,00:00:17,57,1069.34
17.95,00:00:17,57,1054.69
18.89,00:00:18,57,1109.38
19.91,00:00:19,57,1191.41
20.84,00:00:20,56,1250.00
21.88,00:00:21,56,
22.91,00:00:22,56,1203.12
24.89,00:00:24,55,1167.97
25.82,00:00:25,55,1101.56
25.82,00:00:25,54,1089.84
26.85,00:00:26,54,1105.47
27.79,00:00:27,53,1218.75
28.82,00:00:28,53,
29.85,00:00:29,53,1207.03
30.79,00:00:30,52,1167.97
31.82,00:00:31,52,1187.50
32.76,00:00:32,52,1273.44
33.8,00:00:33,52,1276.37
34.8,00:00:34,52,
35.73,00:00:35,51,1179.69
36.77,00:00:36,51,1101.56
37.7,00:00:37,51,1136.72
38.66,00:00:38,51,1226.56
39.69,00:00:39,50,1292.97
40.73,00:00:40,50,
41.67,00:00:41,50,1179.69
42.71,00:00:42,50,1156.25
43.64,00:00:43,50,1195.31
44.68,00:00:44,50,1285.16
45.61,00:00:45,50,1199.22
46.65,00:00:46,50,
47.69,00:00:47,50,1164.06
48.62,00:00:48,50,1128.91
49.65,00:00:49,51,1125.00
50.59,00:00:50,51,1179.69
51.63,00:00:51,51,1272.46
52.56,00:00:52,51,1191.41
53.61,00:00:53,51,
54.56,00:00:54,51,1164.06
55.59,00:00:55,51,1074.22
56.52,00:00:56,52,1082.03
57.55,00:00:57,52,1109.38
58.48,00:00:58,52,1167.97
