Time[s],Time[hh:mm:ss],VO2[mL/kg/min],VO2[mL/min],HR[bpm],Rf[bpm],Tv[L],Ve[L/min],Ve/VO2,FeO2[%],Pressure[hPa],Temp[C],HUM[%RH],RR[ms],Time
1,00:00:01,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2021-11-25 17:30:50
2,00:00:02,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.72,2021-11-25 17:30:51
3,00:00:03,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.9,2021-11-25 17:30:52
4,00:00:04,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.9,2021-11-25 17:30:53
5,00:00:05,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.69,2021-11-25 17:30:54
6,00:00:06,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.44,2021-11-25 17:30:55
7,00:00:07,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.38,2021-11-25 17:30:56
8,00:00:08,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.83,2021-11-25 17:30:57
9,00:00:09,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.06,2021-11-25 17:30:58
10,00:00:10,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.09,2021-11-25 17:30:59
11,00:00:11,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.97,2021-11-25 17:31:00
12,00:00:12,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.12,2021-11-25 17:31:01
13,00:00:13,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.56,2021-11-25 17:31:02
14,00:00:14,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.91,2021-11-25 17:31:03
15,00:00:15,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.59,2021-11-25 17:31:04
16,00:00:16,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.09,2021-11-25 17:31:05
17,00:00:17,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.09,2021-11-25 17:31:06
18,00:00:18,0.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.75,2021-11-25 17:31:07
19,00:00:19,0.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.69,2021-11-25 17:31:08
20,00:00:20,0.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.31,2021-11-25 17:31:09
21,00:00:21,0.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.27,2021-11-25 17:31:10
22,00:00:22,0.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.97,2021-11-25 17:31:11
23,00:00:23,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.97,2021-11-25 17:31:12
24,00:00:24,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.5,2021-11-25 17:31:13
25,00:00:25,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.41,2021-11-25 17:31:14
26,00:00:26,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.53,2021-11-25 17:31:15
27,00:00:27,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.5,2021-11-25 17:31:16
28,00:00:28,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.72,2021-11-25 17:31:17
29,00:00:29,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.59,2021-11-25 17:31:18
30,00:00:30,0.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.69,2021-11-25 17:31:19
31,00:00:31,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.56,2021-11-25 17:31:20
32,00:00:32,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.56,2021-11-25 17:31:21
33,00:00:33,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.39,2021-11-25 17:31:22
34,00:00:34,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.34,2021-11-25 17:31:23
35,00:00:35,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.47,2021-11-25 17:31:24
36,00:00:36,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.47,2021-11-25 17:31:25
37,00:00:37,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.62,2021-11-25 17:31:26
38,00:00:38,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,2021-11-25 17:31:27
39,00:00:39,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.97,2021-11-25 17:31:28
40,00:00:40,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.18,2021-11-25 17:31:29
41,00:00:41,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.59,2021-11-25 17:31:30
42,00:00:42,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.53,2021-11-25 17:31:31
43,00:00:43,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.09,2021-11-25 17:31:32
44,00:00:44,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.72,2021-11-25 17:31:33
45,00:00:45,0.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.19,2021-11-25 17:31:34
46,00:00:46,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.06,2021-11-25 17:31:35
47,00:00:47,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.06,2021-11-25 17:31:36
48,00:00:48,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.58,2021-11-25 17:31:37
